S	Rodzaj	Symbol	Nazwa	Stan	Dostępne	J.m.	hurtowa netto	hurtowa brutto	Opis	CN
 	towar	KLEEN FLO	KLEEN FLO SAMOSTART 735 ACE 211G	0	0	szt.	0	0	PETRO - OIL	
 	towar	OLEJ/NAP -NIE	KLEEN -FLO DODATEK DO OLEJU NAPĘDOWEGO 150 ML 991	0	0	szt.	0	0		
 	towar	KLEENFLO/311	KLEEN -FLO ACE SAMOSTART 311 G 735	0	0	szt.	0	0		
 	towar	KLAMRA	KLAMRA Z OSŁONĄ WYŁĄCZNIKA  /43.453/	0	0	szt.	0	0	Keanzle, zimnowodna	
 	towar	43453	KLAMRA Z OSŁONĄ DO WŁĄCZNIKA 	0	0	szt.	10,86	13,36	K155; Kranzle,ciepło-zimnowodna 	
 	towar	283142	KLAMRA TŁOKA (28142)	0	0	szt.	0	0	PULVE LASER	
 	towar	KIT 161	KIT 161	0	0	szt.	0	0		
 	towar	KIT161-NIE	KIT 161	0	0	szt.	0	0		
 	towar	KIT159	KIT 159	0	0	szt.	0	0		
 	towar	KIT 137	KIT 137	0	0	szt.	0	0		
 	towar	KIT 123	KIT 123 INTAKE/DELIVERY VALVE	0	0	szt.	0	0		
 	towar	MO21536	KIJ-TELESKOPOWY- 2 M Z REDUKCJĄ	0	0	szt.	53,59	65,92	2-częściowy	
 	towar	293.72	Kij Zielony 1500 mm - 293	0	0	szt.	0	0	kij do ściągaczki 707.32	
 	towar	299.152Q	Kij z przepływem wody-299	0	0	szt.	114,18	140,44	1540 mm 	
 	towar	ASZ/TIR/K/300	KIJ TELESKOPOWY DO SZCZOTKI TIR- 300 CM	0	0	szt.	0	0	Kufieta	
 	towar	MO21537	KIJ- TELESKOPOWY- 4 M Z REDUKCJĄ	0	0	szt.	109,59	134,8	3-częściowy	
 	towar	297.152	Kij teleskop z przepływem wody-297	0	0	szt.	178,53	219,59	1000-1600mm, aluminium	
 	towar	297.352Q	Kij teleskop z przepływem wody	0	0	szt.	244,56	300,81	1600-2900mm,aluminium ,powinno być 1630-2750 mm, kij z kod.297.352	
 	towar	297.552	Kij teleskop bez przepływu wody-297	0	0	szt.	197,05	242,37	 1630-2750mm,aluminium	
 	towar	KIJ/METAL	KIJ METALOWY 140CM STELLA	0	0	szt.	0	0	MULTICHEM	
 	towar	KD/G-120	KIJ DREWNIANY Z GWINTEM PLASTIKOWYM	0	0	szt.	0	0	Chemdom, gwint plast. 150 cm.	
 	towar	KD/GF	KIJ DREWNIANY Z GWINTEM FREZOWANYM	0	0	szt.	0	0	CHEMDOM, frezowany gwint, 150 CM	
 	towar	292,513,552	Kij drewniany z gwintem	0	0	szt.	26,8	32,96	1350mm	
 	towar	292.515.552	Kij drewniany z gwinem Vikan	0	0	szt.	36,02	44,3	156 CM	
 	towar	K 02-131	KIJ DO SZCZOTKI FI 28x1300	0	0	szt.	0	0	Crawtico, DREWNIANY SZCZOTKA ULICÓWKA Chemdom -150 cm	
 	towar	0756501002	KIJ DO LANCY TELESKOPOWEJ TIR	0	0	szt.	0	0		
 	towar	293.752	Kij bez przepływu wody 1500mm - 293	0	0	szt.	87,88	108,09	 aluminium, 150,5 cm	
 	towar	ASZ/TIR/K/158	KIJ  TELESKOPOWY  DO SZCZOTKI TIR 158 CM	0	0	szt.	22,4	27,55	Kufieta, 90-158 cm	
 	towar	8902/4	KIJ - TELESKOPOWY - 4M	0	0	szt.	64,2	78,97	4 częściowy	
 	towar	8548/2	KIJ - TELESKOPOWY - 2M	0	0	szt.	31,4	38,62	3 częściowy	
 	towar	11188	KIJ - TELESKOPOWY 	0	0	szt.	2,05	2,52	czer./biały	
 	towar	11193	KIJ - KARBOWANY 120CM	0	0	szt.	4,05	4,98	żółty, czerwony, niebieski	
 	towar	11198	KIJ - DREWNOPODOBNY  130 CM	0	0	szt.	0	0	jasny brązowy 	
 	towar	KD/G- NIE	KIJ - DREWNIANY Z GWINTEM	0	0	szt.	0	0	JACK, 150 cm, gwint plastikowy	
 	towar	KD/ŚCIĄGACZY	KIJ - DREWNIANY 170 CM	0	0	szt.	0	0	METALIK, L-1500 DO ŚCIĄGACZY	
 	towar	11100	KIJ - DO SZCZOTKI 180CM TRUCK	0	0	szt.	0	0		
 	towar	1040/135	KIJ - ALUMINIOWY - 135CM	0	0	szt.	0	0	niebieski, wkręcany	
 	towar	1047/140	KIJ - ALUMINIOWY	0	0	szt.	13	15,99	zielony	
 	towar	805535	KETTEN UND SCHALTUNGSPFLEGE	0	0	szt.	9,36	11,51		
 	towar	KEN/VC	KENOTEK VINYL & LEATHER CONDITIONER 1 L.	0	0	szt.	0	0	ETRA ,do pielęgnacji elementów skórzanych	
 	towar	KEN/IC	KENOTEK INTERIOR CLEANER 1L.	0	0	szt.	0	0	ETRA ,do czyszczenia wnętrza	
 	towar	KEN/GC	KENOTEK GLASS CLEANER 1 L	0	0	szt.	0	0	ETRA, MYCIE SZYB I PLASTIKU	
 	towar	K4000/20	KENO 4000 20L	0	0	szt.	240	295,2		
 	towar	KAUCJA/NIE	KAUCJA ZA WYNAJMOWANY LOKAL	0	0	szt.	0	0		
 	towar	30 MIN	KARTY PÓŁGODZINNE	0	0	szt.	0	0		
 	towar	60 MIN	KARTY GODZINNE	0	0	szt.	0	0		
 	towar	M292/20	KARSEN PLUS -  20KG	0	0	szt.	175	215,25	K2,BEZDOTYK-  proszek	
 	towar	RO-78	KAREX RED 1L	0	0	szt.	12,89	15,85		
 	towar	RO-79	KAREX PROCLEAN 1L	0	0	szt.	22,22	27,33		
 	towar	RO-77	KAREX NEUTRAL 1L	0	0	szt.	11,56	14,22		
 	towar	0902	KANISTER 10L	0	0	szt.	26,13	32,14		
 	towar	B33700/701	Kamizelka ostrzegawcza  dziecięca	0	0	szt.	0	0	Bottari , żółta-700 , pomarańczowa- 701	
 	towar	KAM	KAMIZELKA OSTRZEGAWCZA	0	0	szt.	0	0		
 	towar	KAL	KALENDARZ ICE ALERT SREBRNY	0	0	szt.	0	0		
 	towar	A027	Kable rozruchowe 800A / 6.0m	0	0	szt.	0	0	AUTO PLAY	
 	towar	B28072	Kable rozruchowe 600AMP 300cm w torbie z zamkiem	0	0	szt.	0	0	Bottari	
 	towar	A021	Kable rozruchowe 600A / 6.0m	0	0	szt.	0	0	AUTO PLAY	
 	towar	A022	Kable rozruchowe 600A / 4.0m	0	0	szt.	0	0	AUTO PLAY	
 	towar	B33722	Kable rozruchowe 400A 200cm o 8 mm	0	0	szt.	15,07	18,54	Bottari	
 	towar	A0049	Kable rozruchowe 400A / 3.0 m	0	0	szt.	0	0	AUTO PLAY	
 	towar	B38707	Kable rozruchowe 400-2,5 m	0	0	szt.	0	0		
 	towar	WTTO/600	KABINY PRYSZNICOWE SHINE 1 L	0	0	szt.	18,28	22,48		3402 20 90
 	towar	W88/600	KABINY PRYSZNICOWE 600 ML	0	0	szt.	11,37	13,99		3402 20 90
 	towar	KABINY	KABINY PRYSZNICOWE  1 L	0	0	szt.	16,08	19,78		3402 20 90
 	towar	DT02/075S	KABINY NATRYSKOWE 750ML	0	0	szt.	0	0	wycofany	
 	towar	DT02/5	KABINY NATRYSKOWE 5 L	0	0	szt.	70,3	86,47		
 	towar	B30104	Kabel ze złączem MIKRO USB do ład. i transmisji 	0	0	szt.	6,32	7,77	Bottari	
 	towar	KM/400	Kabel zasilający 400mm	0	0	szt.	0	0	do turbinki 0,75	
 	towar	KABEL	KABEL zapłonowy	0	0	szt.	0	0		
 	towar	AMIO4	KABEL USB-C 100CM. 	0	0	szt.	0	0		
 	towar	AMIO3	KABEL MICRO USB 100CM. 	0	0	szt.	0	0		
 	towar	VULCAN NIE	K2 VULCAN 500ML	0	0	szt.	7,91	9,73	K2	
 	towar	L001	K2 ULTRA CUT C3+ 100 G 	0	0	szt.	8,57	10,54	Uniwersalna pasta do polerki mechanicznej, 24k	
 	towar	K001	K2 TURBO -120 g	0	0	szt.	5,61	6,9	K2,TEMPO,  lekkości, pasta woskowa , NANO 	
 	towar	TRUCK CLEEANER/20	K2 TRUCK CLEANER 20 L	0	0	szt.	201,27	247,56		
 	towar	G450	K2 SZCZOTECZKA AURON BRUSH 	0	0	szt.	7,2	8,86	K2, do skóry i tapicerki	
 	towar	K2 PRO SATINA	K2 SATINA PRO 1L	0	0	szt.	18,39	22,62		
 	towar	 QUANTUM	K2 QUANTUM Syntetyczny wosk ochronny + mikrofibra 	0	0	szt.	28,35	34,87		
 	towar	D5041	K2 PURIO 1 L	0	0	szt.	0	0	PŁYN DO CZYSZCZENIA TWORZYW SZTUCZNYCH	
 	towar	K410	K2 POLO PROTECTANT 350 ATOM. MAT.	0	0	szt.	4,83	5,94		
 	towar	M430	K2 OPTI - Mikrofibra do szyb i lusterek 	0	0	szt.	8,1	9,96	K2, 40x40cm 	
 	towar	K507/(1)	K2- NUTA 770 ML  PŁYN DO MYCIA SZYB	0	0	szt.	5,23	6,43	SPRZEDAWAĆ INDYWIDUALNIE BEZ RABATÓW (DROŻSZY ZAKUP PIANKI)	
 	towar	K290	K2 MAGICZNA GĄBKA 	0	0	szt.	1,16	1,43		
 	towar	L346CA	K2 KLIPER CZARNY-lakier do zaci.hamulc.	0	0	szt.	12,25	15,07		
 	towar	W100	K2 KLIMA DOKTOR 500 ML	0	0	szt.	11,5	14,15	Do odkażania klimatyzacji	
 	towar	K2PM408	K2 IRCHA SYNTETYCZNA 66x43 - TUBA	0	0	szt.	14,55	17,9	K2	
 	towar	T312	K2 DIESEL - czyści wtrysk.diesla 50ml.	0	0	szt.	4,45	5,47		
 	towar	T301	K2 DFA-39 1 L	0	0	szt.	19,95	24,54	zimowy dodatek do oleju napdowego, 12k	
 	towar	T310	K2 DFA-39  - 50ml.	0	0	szt.	3,95	4,86		
 	towar	CS/400	K2 CYNK SPRAY 400ML.	0	0	szt.	15,03	18,49		
 	towar	K2	K2 COCPIT MAX 750ml	0	0	szt.	0	0		
 	towar	L3466 ŻO	K2 BRAKE CALIPER ŻÓŁTY -lakier do zaci.ham.	0	0	szt.	13,7	16,85		
 	towar	L346ZL	K2 BRAKE CALIPER ZŁOTY -lakier do zaci.ham.	0	0	szt.	13,7	16,85	12k	
 	towar	L3466 ZI	K2 BRAKE CALIPER ZIELONY -lakier do zaci.ham.	0	0	szt.	13,7	16,85		
 	towar	L346 SR	K2 BRAKE CALIPER SREBNY -lakier do zaci.ham.	0	0	szt.	13,7	16,85		
 	towar	L346 NI	K2 BRAKE CALIPER NIEBIESKI -lakier do zaci.ham.	0	0	szt.	13,7	16,85		
 	towar	L346 CZ	K2 BRAKE CALIPER CZERWONY -lakier do zaci.ham.	0	0	szt.	13,7	16,85	12k	
 	towar	B433	K2 BELSO 400ML	0	0	szt.	10,99	13,52	REGENERATOR PASÓW BEZPIECZ. SPRAY	
 	towar	L710	K2 APLIKATOR GĄBKOWY	0	0	szt.	3,05	3,75		
 	towar	K503	K2  MYJKA DO SZYB -WINDOW CLEANER	0	0	szt.	3,99	4,91	K2,WINDOW CLEANER	
 	towar	T300	K2  DFA-39 0,5 L	0	0	szt.	11,45	14,08	zimowy dodatek do oleju napdowego, 12k, na LITWE PODAĆ cennik 10,45	
 	towar	6550 5785	K (400G) SMAR GRAFITOWY S491	0	0	szt.	0	0	Forch Polska	
 	towar	57700	JK S-SZCZOTKA DO MYCIA SAMOCH.	0	0	szt.	0	0		
 	towar	9768	JK S-KLIN POD KOŁO Z UCHWYTEM	0	0	szt.	0	0		
 	towar	1228	Jann-Worki n/śm LD60L Taś. 30szt.	0	0	opak.	4,5	5,54		
 	towar	WORKI JANN/1	JANN WORKI N/ŚM LD 120L 3x25 super mocne	0	0	szt.	0	0		
 	towar	WORKI/3	JAAN-WORKI N/ŚM HD 60L 5X30szt.	0	0	szt.	0	0		
 	towar	WORKI JAN	JAAN-WORKI N/Ś LD 120L 3X25 super mocne	0	0	op.	0	0		
 	towar	WORKI/4	JAAN-WOR. N/ŚM. EASY 60L 4X20szt.	0	0	szt.	0	0		
 	towar	1920	Izolacja 1920	0	0	szt.	0	0		
 	towar	SH571	IZOCLEANER 1L - preparat do zmywania farb,graffiti	0	0	szt.	23,85	29,34		
 	towar	IS/200	ISOL 200ML	0	0	szt.	8,21	10,1	zabezpiecza, izoluje części elektryczne	
 	towar	IRCHA/MOJE AUTO	IRCHA SYNTETYCZNA 66x43	0	0	szt.	14,55	17,9	MOJJE AUTO	
 	towar	IRCHA2/419.200	IRCHA SYNTETYCZNA 45x54	0	0	szt.	0	0	CARTEC IRCHA SYNTETYCZNA	
 	towar	17 C	IRCHA SYNTETYCZNA	0	0	szt.	6,37	7,84		
 	towar	417.700	IRCHA SYNTETYCZNA	0	0	szt.	15,99	19,67	w pudełku	
 	towar	B32058	Ircha naturalna S 10'	0	0	szt.	12,14	14,93	Bottari, 	
 	towar	B32062	Ircha naturalna M 17 '	0	0	szt.	23,56	28,98	Bottari	
 	towar	SIIRCHA-SZT-DUŻA	IRCHA NATURALNA DUŻA 18,6dm	0	0	szt.	27,98	34,42		
 	towar	B32059	Ircha naturalna 15'	0	0	szt.	11,79	14,5	Bottari	
 	towar	416.300	IRCHA NATURALNA	0	0	szt.	59,98	73,78		4114 10 90
 	towar	IRCHA/MIKRO 	IRCHA MIKRO- LEATHER MAX	0	0	szt.	0	0	Cartec	
 	towar	F16/5	IPA CLEANER 5 L	0	0	szt.	68,53	84,29	odłuszczanie lakieru;szyb; felg	3402 20 90
 	towar	F16/1S	IPA CLEANER 1 L	0	0	szt.	20,68	25,44	odłuszczanie lakieru ; szyb; felg	3402 20 90
 	towar	IO	INŻEKTOR OPRYSKU WST.KPL	0	0	szt.	0	0	25M wąż, Z pistoletem i lancą  teleskopowa 1-2	
 	towar	IO/1	INŻEKTOR OPRYSKU WST.	0	0	szt.	0	0	15M wąż z pistoletem i lancą 60cm	
 	towar	IO/ E	INŻEKTOR - DOSEERPOMP MET VERNEVELAAR	0	0	szt.	0	0	dozownik do chemii z wężem 15m/ 60 cm	
 	towar	DS21/1S	INW-10  1 L	0	0	szt.	20,93	25,74	wycofany,  Spray ,Pielęgnacja stali nierdzewnej MATOWEJ i BŁYSZCZĄCEJ	3402 20 90
 	towar	W87/600	INW - 10	0	0	szt.	21,95	27	Do wind i stali nierdzewnej	3402 20 90
 	towar	SEATA CLEANER/1	INVESTA Seata Cleaner 1 l- śr. do prania tapicerek	0	0	szt.	0	0		
 	towar	RIM CLEANER /5	INVESTA Rim Cleaner 5 l- śr./ do mycia felg alum.	0	0	szt.	0	0		
 	towar	RIM CLEANER/0,75	INVESTA Rim Cleaner 0,75 l śr./ do mycia felg alum	0	0	szt.	0	0		
 	towar	QUICK DETAIL/1	INVESTA Quick Detail 1 l- szybkie odśwież.pojazdu	0	0	szt.	0	0		
 	towar	MULOMIR I/20	INVESTA Mulomir I 20 L-alkaiczny prep/ niepianowy	0	0	szt.	0	0		
 	towar	MULOMIR HD/20	INVESTA Mulomir HD 20 L-alkaiczny preparat pianowy	0	0	szt.	0	0		
 	towar	INSECT CLEANER /5	INVESTA Insect Cleaner 5 l- śr./do usuwania owadów	0	0	szt.	0	0		
 	towar	INSECT CLEANER /1	INVESTA Insect Cleaner 1 l- śr./do usuwania owadów	0	0	szt.	0	0		
 	towar	FLASH TIRE/1	INVESTA Flash Tire 1 l - nabłyszczacz do opon	0	0	szt.	0	0		
 	towar	EENGINEER CLEANER/75	INVESTA Engineer Cleaner 0,75 l-płyn/ do silników	0	0	szt.	0	0		
 	towar	COCPIT CAR/1	INVESTA Cocpit Car 1 l- emulsja do mycia kokpitu	0	0	szt.	0	0		
 	towar	AUTO SPA/5	INVESTA Auto Spa 5 l- szampon/ karoserii samoch.	0	0	szt.	0	0		
 	towar	AUTO GLASS/1	INVESTA Auto Glass 1 l - płyn do mycia szyb	0	0	szt.	0	0		
 	towar	AQUA WAX/5	INVESTA Aqua Wax 5 l- wosk samochodowy	0	0	szt.	0	0		
 	towar	AQUA WAX/1	INVESTA Aqua Wax 1 l- wosk samochodowy	0	0	szt.	0	0		
 	towar	ACTIVE FOAM /5	INVESTA Active foam 5 l - szampon samochodowy	0	0	szt.	0	0		
 	towar	ACTIVE FOAM/20	INVESTA Active foam 20 l - szampon samochodowy	0	0	szt.	0	0		
 	towar	ACTIVE FOAM /10	INVESTA Active foam 10 l - szampon samochodowy	0	0	szt.	0	0		
 	towar	ACTIVE FOAM/1	INVESTA Active foam 1 l - szampon samochodowy	0	0	szt.	0	0		
 	towar	ACID FOAM70/20	INVESTA Acid Foam 70 20 L- skon. kwas. śr. myjący	0	0	szt.	0	0	pianowy	
 	towar	IC/5	INTERIOL CLEANER 5 L	0	0	szt.	69,71	85,74	preparat do czyszczenia  wnętrz, aktualny cennik 2015 -51,15 netto	
 	towar	IC/1	INTERIOL CLEANER 1L	0	0	szt.	15,4	18,94	wycofany	
 	towar	IC/C	INTERIOL CLEANER - C 1L	0	0	szt.	20,33	25,01	Cartec; preparat do czyszczenia wnętrz	
 	towar	626.705	INTENSYWNY ŚRODEK CZYSZCZĄCY - SERIA LIMIT 25 l	0	0	szt.	594,27	730,95	pH zasadowe	
 	towar	LR/1	INTENSIV LACKREINIGER 1L	0	0	szt.	60,98	75,01		
 	towar	LR/05	INTENSIV LACKREINIGER 0,5L	0	0	szt.	31,71	39		
 	towar	INSIDE CLEANER/5	INSIDE CLEANER 5 L	0	0	szt.	75	92,25		3402 13 00
 	towar	INSIDE/1 GT	INSIDE CLEANER 1 L GT	0	0	szt.	16,2	19,93	preparat do czyszczenia wnętrz	3402 13 00
 	towar	INSIDE/1	INSIDE CLEANER 1 L	0	0	szt.	18	22,14	preparat do czyszczenia wnętrz	3402 13 00
 	towar	8889-4	INSEKTENENTFERNER	0	0	szt.	0	0		
 	towar	RO-I/5	Insekten 5kg	0	0	szt.	40	49,2		
 	towar	INSEKT/5	INSEKT REMOVER 5 L	0	0	szt.	79,5	97,79	preparat do usuwania insektów	
 	towar	INSEKT REMOVER/20	INSEKT REMOVER 20 L	0	0	szt.	262	322,26	preparat do usuwania insektów	
 	towar	INSEKT/1	INSEKT REMOVER 1 L	0	0	szt.	17,4	21,4	preparat do usuwania insektów	
 	towar	SC12900/10	INNENREINIGER 10KG	0	0	szt.	110	135,3	mycie plastików, odplamianie, pranie tapicerek	
 	towar	INJ	Injector	0	0	szt.	0	0	2.1 3/8"W, 220 bar 	
 	towar	C131	IMPRESS - 1 L	0	0	szt.	3	3,69	K2, CARSO- szampon sam. 	
 	towar	228.300	IMPREGNAT DO TKANIN 400ML	0	0	szt.	29,98	36,88	wycofany	
 	towar	310.200	IMPREGNAT DO KABRIOLETÓW 300ML	0	0	szt.	49,98	61,48	złe partie wycofane z dystrybucji: 57193, 57122....19.09.2018r.	3809 91 00
 	towar	310.100	IMPREGNAT DO KABRIOLETÓW 250ML	0	0	szt.	33,5	41,21		3809 91 00
 	towar	310.141	IMPREGNAT DO KABRIOLETÓW 250ML	0	0	szt.	54,98	67,63		
 	towar	IM	IMADŁO ŚLUSARSKIE	0	0	szt.	0	0		
 	towar	IDR/10	IDROLAK 105R 10KG	0	0	szt.	248	305,04	wosk osuszająco - nabłyszczający	
 	towar	90720	ICE PROOF FOR DIESEL 1L	0	0	szt.	8	9,84		
 	towar	90702	ICE PROOF FOR DIESEL 125 ML	0	0	szt.	2,59	3,19		
 	usługa	P/S2(1)	I Przegląd serwisowy myjki TX300	0	0	szt.	0	0		
 	towar	BK98969	Hydrowosk PIT STOP 750 ml	0	0	szt.	3,9	4,8	Bottari	
 	towar	BK98137	Hydrowosk G. PRIX 500 ml GRAND PRIX	0	0	szt.	8,1	9,96	Bottari	
 	towar	B32236	HYDROSZCZOTKA - żółta	0	0	szt.	0	0	BOTTARI; żółta, z syntetycznym włosiem	
 	towar	HR/750	HYDROREP 750ML	0	0	szt.	13,5	16,61	wosk na mokro	
 	towar	76845	HYDRAULIK STOSSEL OLKONZENTRAT 325 ML	0	0	szt.	7,47	9,19		
 	towar	HUSO/OLEJ	HUSO Olei do mieszanki100 ml zielony	0	0	szt.	0	0		
 	towar	34364	HT OIL 500ML	0	0	szt.	0	0	smar penetrujacy z dodatkiem PTFE TEM. -40 DO +230	
 	towar	ZESTAW HYPER L	HP HW HYPER L2021 	0	0	szt.	0	0	CENA PROMOCYJNA,  gorącowodna, Turbo lanca, lanca pianowa, 200 bar-2900 psi, 9700W - 400V~50Hz 3 ph	
 	towar	HIP	HOUSE IP	0	0	szt.	0	0		
 	towar	HW/25	HOTWAX 25L	0	0	szt.	331	407,13		
 	towar	HW/5	HOT WAX 5L	0	0	szt.	66,2	81,43		
 	towar	HR 551	HoReCa do łazienek 750 ml -Płyn do mycia łazienek	0	0	szt.	10,93	13,44	SHINE	
 	towar	H-ODH/600	HOLTS ZMYWACZ DO HAMULCÓW 600ML	0	0	szt.	12,68	15,6	23% r	3814 00 90
 	towar	HMTN--18A	HOLTS SMAR MIEDZIANY SPRAY 500ML	0	0	szt.	23,77	29,24		
 	towar	HMTN0301A	HOLTS SILIKON W AERAZOLU 500 ML	0	0	szt.	14,99	18,44		3403 19 80
 	towar	HPRO29/300	HOLTS PASTA MONTAŻOWA DO UKŁADÓW WYDECHOWYCH 300 M	0	0	szt.	13,98	17,2		3214 10 10
 	towar	H-PC/400	HOLTS PASTA CERAMICZNA W SPRAYU 400ML	0	0	szt.	18,39	22,62		
 	towar	HAPP0090A	HOLTS ORIGINAL WAX - twardy wosk w puszcze 150G	0	0	szt.	34,98	43,03		
 	towar	HPR012/600	HOLTS ODRDZEWIACZ  600ML	0	0	szt.	17,99	22,13	20%r	3403 19 80
 	towar	HPR012/500(1)	HOLTS ODRDZEWIACZ  500ML	0	0	szt.	19,85	24,42		3403 19 80
 	towar	H-O/300	HOLTS ODMRAŻACZ DO SZYB 300ML	0	0	szt.	4,81	5,92		
 	towar	HRK1HPR	HOLTS ODKAMIENIACZ CHŁODNICY 250ML	0	0	szt.	9,9	12,18		
 	towar	HHT2YPL	HOLTS KOŁO ZAPASOWE 300ML	0	0	szt.	16,99	20,9		4002 19 90
 	towar	H-DCH/500	HOLTS DO CZYSZCZENIA GAŹNIKA I PRZEPUSTNICY 500ML	0	0	szt.	14,99	18,44		3814 00 90
 	towar	8898-6	HOCHGLANZ POLITUR METALIC	0	0	szt.	0	0		
 	towar	D5100	HIRO - ZESTAW MIKROFIBRA - 30szt.	0	0	szt.	32	39,36		
 	towar	RO-110L/5	HIGIENICZNY PŁYN DO RĄK I POWIERZCHNI	0	0	szt.	0	0		
 	towar	CARAMBA/64190501	HHS SMAR O WYSOKIEJ PRZYCZEPNOŚCI 500ML	0	0	szt.	0	0		3403 19 80
 	towar	HERMOL	HERMOL	0	0	szt.	0	0		
 	towar	HER/10	HERKULAN P301 10L	0	0	szt.	0	0	środek czyszczący na bazie alkoholu	
 	towar	HR571/750	HeReCa do dywanów i mebli tapicerowanych 750 ml	0	0	szt.	0	0		
 	towar	267	Herbata express.a'20 Bastek malinowa 30g	0	0	szt.	0	0		
 	towar	SC HD AKTIV/30	HD AKTIVSCHAUM RUSSISCH 30 KG	0	0	szt.	270	332,1	mycie ciężarowe	
 	towar	518 850	HART ŻARÓWKA  H11 12V 55 W	0	0	szt.	0	0		
 	towar	HR754/25	Hard Cleaner 25l.  Prep.do mycia cystern spoż.	0	0	szt.	0	0		
 	towar	HR753	Hard Cleaner 10 l	0	0	szt.	0	0		
 	towar	HS/1	HandSan	0	0	szt.	0	0		
 	towar	HC/70	HAND CREM 70 L	0	0	szt.	0	0	do mycia rąk	
 	towar	HC/4,5	HAND CREM 4,5 L	0	0	szt.	0	0	do mycia rąk	
 	towar	HC/0,5	HAND CREM 	0	0	szt.	0	0	do mycia rąk	
 	towar	HANDCLY/3	HAND- CLEANER YELLOW 3L	0	0	szt.	51,55	63,41	pasta do mycia rąk 	
 	towar	HAGEN	HAGEN kompresor olejowy 230V 50L 8B	0	0	szt.	0	0	Leroy	
 	towar	59403	H.P.L.S. 125 ML	0	0	szt.	0	0		
 	towar	HGR-1840	GWINTOWNICA 4-ELEMENTOWA	0	0	szt.	0	0		
 	towar	GG2Y	GUN GUM PASTE 200G	0	0	szt.	0	0		
 	towar	DYWANIKI/FIAT PUNTO	Gumowe dywaniki Fiat Punto II - komplet	0	0	szt.	0	0		
 	towar	DYWANIKI/FIAT DUCATO	Gumowe dywaniki Fiat Ducato -komplet	0	0	szt.	0	0		
 	towar	NAKŁADKA	GUMOWA NAKŁADKA NA SPRZĘGŁO	0	0	szt.	0	0	Erfolg	
 	towar	003587	GUMMY SNELL IL-PIU  250ML	0	0	szt.	0	0		
 	towar	W18/600	GUMLAX GT 600 ML	0	0	szt.	13,9	17,1	wycofany	
 	towar	Q-18/1	GUMLAX GT 0,5L	0	0	szt.	12,94	15,92	wycofany	
 	towar	A11/5	GUMLAX 5L	0	0	szt.	176,07	216,57	wycofany	
 	towar	A11/1	GUMLAX 1L	0	0	szt.	38,26	47,06	wycofany	
 	towar	GUM	Gumka włącznika	0	0	szt.	0	0		
 	towar	TT8167	GUMA WYMIENNA DO ZBIERAKÓW 71 CM	0	0	szt.	13,9	17,1		
 	towar	4.508.1041	GUMA TYLNIA 590x3- QUICK	0	0	szt.	0	0	Lavor	
 	towar	GUMA/T	GUMA TYLNA S45	0	0	szt.	0	0		
 	towar	4.508.1618	GUMA TYLNA COMFORT XXS L=1000x30	0	0	szt.	0	0	Lavor	
 	towar	4.508.X467	GUMA TYLNA 870x3 - FREE/SPEED/EASY 50/55/66	0	0	szt.	44	54,12	Lavor	
 	towar	4.508.1177	GUMA TYLNA - POLIURETANOWA DL.870GR.4 - SSAWA V	0	0	szt.	0	0	Lavor	
 	towar	 GUMA ŚCIĄGAJĄCA  	GUMA ŚCIĄGAJĄCA 15 KG	0	0	szt.	0	0		
 	towar	5.509.0010	GUMA SSAWNA-SPRINTER	0	0	szt.	0	0	Lavor	
 	towar	GUMA/P	GUMA PRZEDNIA S45	0	0	szt.	0	0		
 	towar	4.508.1619	GUMA PRZEDNIA COMFORT XXS L=960X30	0	0	szt.	0	0	Lavor	
 	towar	4.508.X468	GUMA PRZEDNIA 830x2,5 - FREE/SPEED/EASY 50/55/66	0	0	szt.	38	46,74	Lavor	
 	towar	4.508.1040	GUMA PRZEDNIA 537x2,5- QUICK	0	0	szt.	0	0	Lavor	
 	towar	4.508.1178	GUMA PRZEDNIA - POLIURETANOWA DL.830 GR3.-SSAWA V	0	0	szt.	0	0	Lavor	
 	towar	GOM	GUMA OCHRONNA MAŁA	0	0	szt.	0	0		
 	towar	GOD	GUMA OCHRONNA DUŻA	0	0	szt.	0	0		
 	towar	GRZYBEK/S	Grzybek zaworu pompyVenus	0	0	szt.	6,44	7,92	Super Viton	
 	towar	GRZYBEK/1	Grzybek zaworu pompy Venus	0	0	szt.	5,64	6,94	WAT.1620	
 	towar	GRZYBEK	Grzybek pompki ORION	0	0	szt.	6,53	8,03	ORION,FPM ,WAT.1054 ,OP10 SZT.	
 	towar	G/II	GRZYBEK	0	0	szt.	0	0		
 	towar	WA	GRZEJNIK	0	0	szt.	0	0	WALIZKA	
 	towar	SP12/1	GRILL CLEAN 1L	0	0	szt.	15,6	19,19		
 	towar	GRILL	GRILL - Model 2015	0	0	szt.	0	0		
 	towar	I06/5	GRES KAM 5L	0	0	szt.	205,54	252,81	wycofany	3402 20 90
 	towar	I06/1	GRES KAM 1L	0	0	szt.	32,59	40,09	doczyszczanie gresów i granitogresów	3402 20 90
 	towar	I06/10	GRES KAM 10L	0	0	szt.	245,94	302,51		3402 20 90
 	towar	NIE	GRATIS	0	0	szt.	0	0		
 	towar	5	GRATIA KREM DO RĄK GLICERYNOWY 75 ML	0	0	szt.	0	0		
