data_int	numer	kontrahent	nip	netto	brutto_proxy
79571	FS-5044/18/WA	NULL		2990.08	2990.08
79572	FVS/6873/18MAG	NULL		5076.00	5076.00
79573	F/000002/18	NULL		67.80	67.80
79573	F/004798/18	NULL		4330.10	4330.10
79573	F/004802/18	NULL		7630.80	7630.80
79573	F/004799/18	NULL		2920.60	2920.60
79573	F/004813/18	NULL		523.49	523.49
79573	F/000001/18	NULL		37.85	37.85
79573	F/004800/18	NULL		1505.62	1505.62
79573	F/004812/18	NULL		6442.57	6442.57
79573	F/004814/18	NULL		1228.47	1228.47
79574	F/000006/18	NULL		120.16	120.16
79574	F/004832/18	NULL		28815.97	28815.97
79574	F/004831/18	NULL		882.30	882.30
79574	F/004826/18	NULL		1794.34	1794.34
79574	F/000007/18	NULL		84.30	84.30
79574	F/000003/18	NULL		45.68	45.68
79574	FS-5094/18/WA	NULL		220.68	220.68
79574	F/004837/18	NULL		4461.10	4461.10
79574	4819/18	NULL		1432.00	1432.00
79574	F/004839/18	NULL		11120.15	11120.15
79574	F/000005/18	NULL		72.60	72.60
79574	F/000004/18	NULL		159.75	159.75
79574	F/004828/18	NULL		986.90	986.90
79574	F/004827/18	NULL		5248.31	5248.31
79574	F/004830/18	NULL		2690.50	2690.50
79574	F/004838/18	NULL		9248.39	9248.39
79575	F/004842/18	NULL		994.17	994.17
79575	F/004840/18	NULL		9660.88	9660.88
79575	F/004845/18	NULL		4929.10	4929.10
79575	F/004844/18	NULL		5301.58	5301.58
79575	F/004843/18	NULL		8671.64	8671.64
79575	F/004841/18	NULL		30170.16	30170.16
79575	F/004846/18	NULL		17204.42	17204.42
79577	F/004848/18	NULL		6149.60	6149.60
79577	F/004847/18	NULL		6147.70	6147.70
79577	F/004849/18	NULL		8902.67	8902.67
79578	F/000010/18	NULL		171.55	171.55
79578	F/004861/18	NULL		348.40	348.40
79578	F/004867/18	NULL		57279.39	57279.39
79578	F/000012/18	NULL		246.16	246.16
79578	F/000011/18	NULL		240.32	240.32
79578	F/004863/18	NULL		327.95	327.95
79578	F/004865/18	NULL		8643.79	8643.79
79578	F/000017/18	NULL		165.06	165.06
79578	F/004869/18	NULL		7783.99	7783.99
79578	F/000015/18	NULL		240.31	240.31
79578	F/004864/18	NULL		907.65	907.65
79578	P/000001/18	NULL		40.66	40.66
79578	F/004866/18	NULL		11079.17	11079.17
79578	FA/3878/2018	NULL		6959.18	6959.18
79578	F/004852/18	NULL		9243.57	9243.57
79578	F/000008/18	NULL		120.16	120.16
79578	F/000014/18	NULL		502.56	502.56
79578	F/004854/18	NULL		13996.28	13996.28
79578	F/000013/18	NULL		144.63	144.63
79578	F/000016/18	NULL		130.35	130.35
79578	F/000018/18	NULL		116.46	116.46
79578	F/000009/18	NULL		639.31	639.31
79579	F/000034/18	NULL		1418.90	1418.90
79579	F/000023/18	NULL		308.49	308.49
79579	F/000020/18	NULL		52.80	52.80
79579	F/000029/18	NULL		46.48	46.48
79579	F/000037/18	NULL		87.72	87.72
79579	F/000019/18	NULL		39.19	39.19
79579	P/000003/18	NULL		19.95	19.95
79579	F/000039/18	NULL		28.00	28.00
79579	F/000040/18	NULL		495.56	495.56
79579	F/000031/18	NULL		231.00	231.00
79579	P/000002/18	NULL		122.35	122.35
79579	F/000026/18	NULL		359.00	359.00
79579	F/000022/18	NULL		32.30	32.30
79579	F/000032/18	NULL		311.55	311.55
79579	F/000024/18	NULL		613.33	613.33
79579	F/000030/18	NULL		389.00	389.00
79579	F/000021/18	NULL		125.08	125.08
79579	F/000036/18	NULL		550.02	550.02
79579	F/000027/18	NULL		298.24	298.24
79579	F/000033/18	NULL		323.00	323.00
79579	F/000028/18	NULL		484.56	484.56
79579	F/000038/18	NULL		610.00	610.00
79579	F/000035/18	NULL		317.80	317.80
79579	F/000025/18	NULL		870.45	870.45
79580	F/000052/18	NULL		412.07	412.07
79580	F/000063/18	NULL		334.26	334.26
79580	F/000048/18	NULL		123.64	123.64
79580	F/000060/18	NULL		220.63	220.63
79580	F/000055/18	NULL		2447.36	2447.36
79580	F/000045/18	NULL		99.90	99.90
79580	F/000062/18	NULL		4311.80	4311.80
79580	F/000049/18	NULL		218.30	218.30
79580	F/000044/18	NULL		427.53	427.53
79580	F/000061/18	NULL		541.00	541.00
79580	F/000064/18	NULL		323.26	323.26
79580	F/000059/18	NULL		241.80	241.80
79580	F/000065/18	NULL		236.00	236.00
79580	F/000058/18	NULL		240.00	240.00
79580	F/000041/18	NULL		399.52	399.52
79580	P/000004/18	NULL		136.08	136.08
79580	F/000042/18	NULL		214.98	214.98
79580	F/000053/18	NULL		149.11	149.11
79580	P/000196/18	NULL		32.00	32.00
79580	F/000054/18	NULL		183.40	183.40
79580	P/000005/18	NULL		146.85	146.85
79580	F/000051/18	NULL		98.30	98.30
79580	F/000056/18	NULL		9.75	9.75
79580	fv/00044/11/2018	NULL		375.00	375.00
79580	F/000050/18	NULL		45.63	45.63
79580	F/000057/18	NULL		59.40	59.40
79580	F/000047/18	NULL		329.80	329.80
79580	F/000043/18	NULL		240.00	240.00
79580	F/000046/18	NULL		307.32	307.32
79581	F/00867/18	NULL		4849.30	4849.30
79581	P/000015/18	NULL		66.67	66.67
79581	F/000072/18	NULL		252.35	252.35
79581	F/000082/18	NULL		490.98	490.98
79581	F/000071/18	NULL		533.19	533.19
79581	P/000013/18	NULL		8.13	8.13
79581	FV 09165/18	NULL		1312.01	1312.01
79581	F/000083/18	NULL		508.72	508.72
79581	F/000075/18	NULL		30.89	30.89
79581	F/000078/18	NULL		970.90	970.90
79581	F/000068/18	NULL		198.00	198.00
79581	F/000081/18	NULL		149.12	149.12
79581	F/000079/18	NULL		192.00	192.00
79581	P/000011/18	NULL		19.51	19.51
79581	F/000074/18	NULL		247.55	247.55
79581	F/000084/18	NULL		517.90	517.90
79581	P/000008/18	NULL		26.10	26.10
79581	F/000080/18	NULL		138.01	138.01
79581	F/000073/18	NULL		316.56	316.56
79581	P/000010/18	NULL		8.94	8.94
79581	F/000076/18	NULL		22.55	22.55
79581	P/000007/18	NULL		182.15	182.15
79581	P/000006/18	NULL		57.00	57.00
79581	P/000014/18	NULL		28.46	28.46
79581	F/000070/18	NULL		59.80	59.80
79581	P/000016/18	NULL		40.66	40.66
79581	P/000017/18	NULL		14.64	14.64
79581	F/000066/18	NULL		193.70	193.70
79581	F/000077/18	NULL		19.87	19.87
79581	F/000067/18	NULL		170.82	170.82
79581	P/000009/18	NULL		32.00	32.00
79581	P/000012/18	NULL		16.15	16.15
79581	F/000069/18	NULL		840.40	840.40
79582	P/000020/18	NULL		21.92	21.92
79582	P/000018/18	NULL		40.66	40.66
79582	P/000019/18	NULL		13.00	13.00
79584	P/000022/18	NULL		105.40	105.40
79584	F/000086/18	NULL		320.70	320.70
79584	FV 09241/18	NULL		260.60	260.60
79584	F/000096/18	NULL		113.20	113.20
79584	F/000092/18	NULL		290.18	290.18
79584	F/000089/18	NULL		219.60	219.60
79584	P/000027/18	NULL		8.14	8.14
79584	P/000025/18	NULL		9.05	9.05
79584	F/000093/18	NULL		369.00	369.00
79584	F/000099/18	NULL		480.70	480.70
79584	2849/18	NULL		2481.73	2481.73
79584	FA/6060/2018	NULL		628.75	628.75
79584	F/000087/18	NULL		762.74	762.74
79584	F/000095/18	NULL		248.88	248.88
79584	F/000091/18	NULL		96.09	96.09
79584	F/000090/18	NULL		101.24	101.24
79584	P/000024/18	NULL		4.96	4.96
79584	P/000026/18	NULL		3.00	3.00
79584	P/000021/18	NULL		29.70	29.70
79584	F/000094/18	NULL		62.68	62.68
79584	F/000098/18	NULL		177.99	177.99
79584	F/000088/18	NULL		310.63	310.63
79584	F/000100/18	NULL		1131.99	1131.99
79584	F/000097/18	NULL		2616.00	2616.00
79584	1818009511	NULL		12221.73	12221.73
79584	P/000023/18	NULL		28.56	28.56
79584	F/000085/18	NULL		145.86	145.86
79584	F/000101/18	NULL		43.68	43.68
79585	F/000107/18	NULL		1025.90	1025.90
79585	F/000114/18	NULL		806.30	806.30
79585	P/000029/18	NULL		16.12	16.12
79585	P/000035/18	NULL		32.70	32.70
79585	F/000102/18	NULL		925.65	925.65
79585	F/000113/18	NULL		81.51	81.51
79585	FS-5243/18/WA	NULL		17631.00	17631.00
79585	F/000121/18	NULL		218.40	218.40
79585	P/000031/18	NULL		8.85	8.85
79585	F/000109/18	NULL		198.17	198.17
79585	F/000116/18	NULL		583.74	583.74
79585	F/000106/18	NULL		399.49	399.49
79585	P/000028/18	NULL		30.00	30.00
79585	F/000108/18	NULL		274.00	274.00
79585	F/000124/18	NULL		137.50	137.50
79585	P/000032/18	NULL		17.50	17.50
79585	F/000902/18	NULL		614.25	614.25
79585	F/000118/18	NULL		129.15	129.15
79585	P/000030/18	NULL		127.11	127.11
79585	F/000120/18	NULL		442.90	442.90
79585	FA/6078/2018	NULL		766.80	766.80
79585	F/000123/18	NULL		375.53	375.53
79585	F/000105/18	NULL		385.48	385.48
79585	P/000036/18	NULL		1.00	1.00
79585	P/000034/18	NULL		36.31	36.31
79585	F/000110/18	NULL		113.01	113.01
79585	F/000115/18	NULL		130.63	130.63
79585	FVS/2649/18	NULL		1539.92	1539.92
79585	F/000103/18	NULL		51.70	51.70
79585	F/000104/18	NULL		398.38	398.38
79585	248/11/2018	NULL		220.00	220.00
79585	F/000112/18	NULL		1258.00	1258.00
79585	P/000033/18	NULL		5.20	5.20
79585	F/000122/18	NULL		239.79	239.79
79585	A01618/2018	NULL		1440.00	1440.00
79585	F/000119/18	NULL		250.00	250.00
79585	F/000111/18	NULL		654.60	654.60
79585	F/000117/18	NULL		353.45	353.45
79586	P/000037/18	NULL		59.34	59.34
79586	F/000137/18	NULL		177.88	177.88
79586	F/000138/18	NULL		22.78	22.78
79586	F/000128/18	NULL		1481.80	1481.80
79586	F/000135/18	NULL		1121.31	1121.31
79586	F/000132/18	NULL		731.21	731.21
79586	F/000125/18	NULL		314.82	314.82
79586	F/000133/18	NULL		278.74	278.74
79586	F/000139/18	NULL		152.34	152.34
79586	F/000127/18	NULL		666.45	666.45
79586	P/000041/18	NULL		32.72	32.72
79586	P/000040/18	NULL		76.14	76.14
79586	F/000131/18	NULL		61.80	61.80
79586	F/000136/18	NULL		47.20	47.20
79586	F/000130/18	NULL		178.76	178.76
79586	1818009625	NULL		5626.98	5626.98
79586	P/000039/18	NULL		63.02	63.02
79586	F/000126/18	NULL		791.75	791.75
79586	P/000038/18	NULL		72.24	72.24
79586	F/000134/18	NULL		560.30	560.30
79586	F/000683/18	NULL		355.20	355.20
79586	F/000129/18	NULL		215.80	215.80
79587	F/000152/18	NULL		305.40	305.40
79587	F/000143/18	NULL		254.77	254.77
79587	P/000044/18	NULL		23.95	23.95
79587	F/000157/18	NULL		354.67	354.67
79587	F/000145/18	NULL		723.72	723.72
79587	F/000154/18	NULL		167.60	167.60
79587	F/000165/18	NULL		282.03	282.03
79587	F/000161/18	NULL		574.60	574.60
79587	P/000045/18	NULL		24.39	24.39
79587	F/000158/18	NULL		6640.00	6640.00
79587	F/000164/18	NULL		237.74	237.74
79587	F/000147/18	NULL		2721.14	2721.14
79587	F/000150/18	NULL		552.24	552.24
79587	F/000151/18	NULL		650.05	650.05
79587	F/000156/18	NULL		56.10	56.10
79587	F/000163/18	NULL		668.01	668.01
79587	F/000140/18	NULL		252.08	252.08
79587	F/000149/18	NULL		106.20	106.20
79587	F/000144/18	NULL		233.50	233.50
79587	F/000155/18	NULL		965.77	965.77
79587	P/000043/18	NULL		9.92	9.92
79587	F/000142/18	NULL		253.16	253.16
79587	F/000160/18	NULL		421.52	421.52
79587	F/000148/18	NULL		149.10	149.10
79587	F/000159/18	NULL		306.99	306.99
79587	FV 09375/18	NULL		1188.66	1188.66
79587	F/000146/18	NULL		571.70	571.70
79587	P/000042/18	NULL		40.65	40.65
79587	F/00883/18	NULL		767.78	767.78
79587	F/000141/18	NULL		129.53	129.53
79587	F/000153/18	NULL		1182.04	1182.04
79587	F/000162/18	NULL		300.00	300.00
79588	F/000173/18	NULL		240.77	240.77
79588	F/000186/18	NULL		120.16	120.16
79588	F/000185/18	NULL		4220.29	4220.29
79588	F/000182/18	NULL		55.04	55.04
79588	F/000174/18	NULL		275.86	275.86
79588	F/000166/18	NULL		75.60	75.60
79588	F/000183/18	NULL		95.54	95.54
79588	F/000191/18	NULL		709.26	709.26
79588	F/000180/18	NULL		1202.64	1202.64
79588	1818009674	NULL		4964.35	4964.35
79588	F0241/11/18/B	NULL		100.00	100.00
79588	F/000169/18	NULL		274.00	274.00
79588	F/000170/18	NULL		791.40	791.40
79588	F/000167/18	NULL		141.81	141.81
79588	F/000187/18	NULL		26.40	26.40
79588	F/000168/18	NULL		190.92	190.92
79588	F/000190/18	NULL		193.30	193.30
79588	F/000178/18	NULL		50.00	50.00
79588	F/000192/18	NULL		42.18	42.18
79588	F/000193/18	NULL		25.20	25.20
79588	F/000184/18	NULL		415.85	415.85
79588	FA/3987/2018	NULL		5296.00	5296.00
79588	F/000171/18	NULL		930.54	930.54
79588	F/000172/18	NULL		32.52	32.52
79588	F/000188/18	NULL		369.36	369.36
79588	F/000177/18	NULL		111.84	111.84
79588	F/000179/18	NULL		96.99	96.99
79588	F/000181/18	NULL		107.69	107.69
79588	F/000176/18	NULL		419.98	419.98
79588	F/000189/18	NULL		1348.54	1348.54
79588	P/000046/18	NULL		55.92	55.92
79588	273/11/2018	NULL		3294.78	3294.78
79588	F/000194/18	NULL		611.30	611.30
79588	F/000175/18	NULL		1413.94	1413.94
79591	P/000052/18	NULL		16.26	16.26
79591	F/000198/18	NULL		240.00	240.00
79591	F/000205/18	NULL		59.62	59.62
79591	F/000199/18	NULL		39.50	39.50
79591	F/000201/18	NULL		369.67	369.67
79591	P/000047/18	NULL		350.06	350.06
79591	F/000204/18	NULL		205.70	205.70
79591	P/000051/18	NULL		10.68	10.68
79591	F/000200/18	NULL		519.80	519.80
79591	F/000195/18	NULL		197.10	197.10
79591	FV 00097/11/2018	NULL		13187.50	13187.50
79591	P/000049/18	NULL		16.12	16.12
79591	P/000048/18	NULL		30.00	30.00
79591	F/000207/18	NULL		265.86	265.86
79591	F/000203/18	NULL		183.13	183.13
79591	FA/WRO/4941/2018	NULL		9545.37	9545.37
79591	F/000208/18	NULL		5.34	5.34
79591	F/000196/18	NULL		418.71	418.71
79591	F/000197/18	NULL		3992.00	3992.00
79591	P/000050/18	NULL		37.20	37.20
79591	1056/18	NULL		3612.00	3612.00
79591	F/000206/18	NULL		269.77	269.77
79591	FA/WRO/4942/2018	NULL		28.00	28.00
79591	F/000202/18	NULL		157.20	157.20
79592	F/000224/18	NULL		282.24	282.24
79592	F/000217/18	NULL		240.00	240.00
79592	F/000214/18	NULL		789.68	789.68
79592	P/000057/18	NULL		11.92	11.92
79592	P/000058/18	NULL		27.52	27.52
79592	F/000218/18	NULL		231.30	231.30
79592	F/000213/18	NULL		74.88	74.88
79592	FV 3565/2018	NULL		3310.29	3310.29
79592	F/000209/18	NULL		290.12	290.12
79592	P/000056/18	NULL		421.63	421.63
79592	F/000212/18	NULL		594.86	594.86
79592	F/000216/18	NULL		672.56	672.56
79592	P/000053/18	NULL		9.76	9.76
79592	F/000227/18	NULL		449.74	449.74
79592	P/000054/18	NULL		121.08	121.08
79592	P/000055/18	NULL		4.15	4.15
79592	12353/11/2018	NULL		221.40	221.40
79592	FV/01653/11/2018	NULL		1277.34	1277.34
79592	F/000220/18	NULL		165.48	165.48
79592	F/000211/18	NULL		412.92	412.92
79592	F/000226/18	NULL		104.79	104.79
79592	F/000222/18	NULL		209.09	209.09
79592	F/000223/18	NULL		676.54	676.54
79592	F/000215/18	NULL		168.76	168.76
79592	F/000221/18	NULL		270.11	270.11
79592	F/000219/18	NULL		231.30	231.30
79592	F/000210/18	NULL		7.26	7.26
79592	018800/18	NULL		1636.20	1636.20
79592	F/000225/18	NULL		39.18	39.18
79593	F/000231/18	NULL		303.22	303.22
79593	F/000252/18	NULL		217.25	217.25
79593	F/000237/18	NULL		308.18	308.18
79593	P/000059/18	NULL		84.00	84.00
79593	F/000247/18	NULL		151.70	151.70
79593	F/000255/18	NULL		218.40	218.40
79593	F/000257/18	NULL		94.00	94.00
79593	F/000229/18	NULL		79.02	79.02
79593	F/000228/18	NULL		400.00	400.00
79593	F/000245/18	NULL		1226.00	1226.00
79593	F/000251/18	NULL		28.12	28.12
79593	F/000236/18	NULL		302.55	302.55
79593	F/000256/18	NULL		450.30	450.30
79593	F/000244/18	NULL		1004.48	1004.48
79593	F/000239/18	NULL		178.80	178.80
79593	F/000250/18	NULL		60.00	60.00
79593	F/000232/18	NULL		1018.95	1018.95
79593	F/000243/18	NULL		229.58	229.58
79593	P/000060/18	NULL		17.64	17.64
79593	FV 09595/18	NULL		782.16	782.16
79593	F/000248/18	NULL		81.30	81.30
79593	P/000062/18	NULL		10.51	10.51
79593	F/000249/18	NULL		663.29	663.29
79593	F/000246/18	NULL		39.83	39.83
79593	276/11/2018	NULL		72.00	72.00
79593	F/000253/18	NULL		417.77	417.77
79593	F/000235/18	NULL		215.29	215.29
79593	P/000061/18	NULL		300.00	300.00
79593	F/000230/18	NULL		599.49	599.49
79593	F/000254/18	NULL		761.40	761.40
79593	F/000240/18	NULL		386.76	386.76
79593	F/000234/18	NULL		89.50	89.50
79593	F/000233/18	NULL		29.26	29.26
79593	F/000238/18	NULL		244.84	244.84
79593	F/000258/18	NULL		361.83	361.83
79593	F/000241/18	NULL		1034.08	1034.08
79593	F/000242/18	NULL		130.00	130.00
79593	F/000259/18	NULL		182.10	182.10
79594	P/000063/18	NULL		22.12	22.12
79594	F/000266/18	NULL		326.16	326.16
79594	F/000262/18	NULL		58.27	58.27
79594	F/000265/18	NULL		488.56	488.56
79594	P/000068/18	NULL		8.06	8.06
79594	F/000269/18	NULL		433.26	433.26
79594	2926/18	NULL		815.00	815.00
79594	F/000261/18	NULL		588.06	588.06
79594	F/000274/18	NULL		195.78	195.78
79594	F/000267/18	NULL		230.00	230.00
79594	6933/18	NULL		905.84	905.84
79594	P/000065/18	NULL		39.02	39.02
79594	F/000283/18	NULL		309.76	309.76
79594	F/000260/18	NULL		124.00	124.00
79594	F/000280/18	NULL		738.00	738.00
79594	F/000270/18	NULL		134.60	134.60
79594	F/000281/18	NULL		2754.20	2754.20
79594	F/000268/18	NULL		230.00	230.00
79594	F/000279/18	NULL		310.46	310.46
79594	F/000276/18	NULL		105.38	105.38
79594	F/000278/18	NULL		21.71	21.71
79594	F/000282/18	NULL		749.96	749.96
79594	F/000277/18	NULL		712.25	712.25
79594	F/000263/18	NULL		219.70	219.70
79594	F/000273/18	NULL		58.43	58.43
79594	F/000264/18	NULL		142.90	142.90
79594	P/000066/18	NULL		16.27	16.27
79594	FS 1468/FRESHTEK/2018	NULL		3173.92	3173.92
79594	F/000271/18	NULL		115.53	115.53
79594	F/000275/18	NULL		132.83	132.83
79594	P/000064/18	NULL		6.68	6.68
79594	P/000067/18	NULL		46.34	46.34
79594	F/000272/18	NULL		146.24	146.24
79595	F/000284/18	NULL		23.12	23.12
79595	P/000074/18	NULL		13.78	13.78
79595	F/000296/18	NULL		332.34	332.34
79595	P/000070/18	NULL		22.76	22.76
79595	F/000285/18	NULL		255.76	255.76
79595	F/000290/18	NULL		295.91	295.91
79595	F/000289/18	NULL		445.15	445.15
79595	P/000069/18	NULL		31.60	31.60
79595	F/000293/18	NULL		16.40	16.40
79595	F/000295/18	NULL		146.87	146.87
79595	F/00910/18	NULL		2161.50	2161.50
79595	F/000292/18	NULL		66.67	66.67
79595	F/000291/18	NULL		94.32	94.32
79595	P/000076/18	NULL		9.90	9.90
79595	F/000286/18	NULL		25.84	25.84
79595	F/000287/18	NULL		55.04	55.04
79595	F/000298/18	NULL		539.03	539.03
79595	P/000075/18	NULL		153.63	153.63
79595	F/000294/18	NULL		154.72	154.72
79595	P/000072/18	NULL		66.57	66.57
79595	P/000071/18	NULL		11.00	11.00
79595	F/000299/18	NULL		30.45	30.45
79595	FS-5475/18/WA	NULL		2601.60	2601.60
79595	FV00097/11/2018	NULL		2916.63	2916.63
79595	P/000073/18	NULL		11.26	11.26
79595	F/000288/18	NULL		591.00	591.00
79595	F/000297/18	NULL		330.30	330.30
79598	F/000316/18	NULL		558.45	558.45
79598	F/000303/18	NULL		822.64	822.64
79598	F/000311/18	NULL		201.26	201.26
79598	F/000300/18	NULL		132.15	132.15
79598	F/000317/18	NULL		522.11	522.11
79598	F/000301/18	NULL		47.38	47.38
79598	F/000313/18	NULL		150.12	150.12
79598	F/000315/18	NULL		689.65	689.65
79598	F/000312/18	NULL		59.40	59.40
79598	P/000077/18	NULL		22.65	22.65
79598	F/000319/18	NULL		611.59	611.59
79598	F/000308/18	NULL		171.76	171.76
79598	F/000314/18	NULL		1202.24	1202.24
79598	F/000302/18	NULL		390.96	390.96
79598	P/000078/18	NULL		45.20	45.20
79598	F/000305/18	NULL		802.45	802.45
79598	F/000306/18	NULL		260.96	260.96
79598	F/000318/18	NULL		66.67	66.67
79598	F/000304/18	NULL		64.62	64.62
79598	F/000309/18	NULL		205.98	205.98
79598	F/000307/18	NULL		173.02	173.02
79598	F/000310/18	NULL		267.42	267.42
79599	F/000324/18	NULL		135.95	135.95
79599	F/000333/18	NULL		533.29	533.29
79599	F/000328/18	NULL		27.60	27.60
79599	FA/6331/218	NULL		832.40	832.40
79599	F/000322/18	NULL		335.90	335.90
79599	F/000323/18	NULL		11.85	11.85
79599	P/000079/18	NULL		21.46	21.46
79599	F/000321/18	NULL		649.19	649.19
79599	F/000338/18	NULL		200.00	200.00
79599	F/000329/18	NULL		59.40	59.40
79599	F/000320/18	NULL		527.50	527.50
79599	P/000081/18	NULL		104.04	104.04
79599	F/000327/18	NULL		73.08	73.08
79599	F/000339/18	NULL		1169.96	1169.96
79599	P/000083/18	NULL		3.20	3.20
79599	F/000337/18	NULL		346.77	346.77
79599	F/000335/18	NULL		79.00	79.00
79599	F/000326/18	NULL		193.96	193.96
79599	P/000085/18	NULL		21.78	21.78
79599	F/000336/18	NULL		134.60	134.60
79599	F/000340/18	NULL		270.00	270.00
79599	P/000084/18	NULL		29.24	29.24
79599	F/000325/18	NULL		342.47	342.47
79599	F/000330/18	NULL		678.50	678.50
79599	P/000080/18	NULL		40.24	40.24
79599	F/000331/18	NULL		524.75	524.75
79599	F/000332/18	NULL		541.07	541.07
79599	P/000082/18	NULL		16.55	16.55
79599	F/000334/18	NULL		127.40	127.40
79600	F/000361/18	NULL		44.00	44.00
79600	P/000088/18	NULL		29.14	29.14
79600	F/000351/18	NULL		9.76	9.76
79600	F/000341/18	NULL		836.19	836.19
79600	F/000356/18	NULL		180.08	180.08
79600	F/000350/18	NULL		4876.00	4876.00
79600	F/000359/18	NULL		1523.04	1523.04
79600	F/000355/18	NULL		50.47	50.47
79600	P/000086/18	NULL		62.96	62.96
79600	F/000348/18	NULL		741.50	741.50
79600	F/000354/18	NULL		433.73	433.73
79600	F/000344/18	NULL		85.68	85.68
79600	F/000352/18	NULL		107.24	107.24
79600	00010/12/2018	NULL		2380.00	2380.00
79600	F/000349/18	NULL		431.28	431.28
79600	P/000089/18	NULL		105.60	105.60
79600	F/000357/18	NULL		215.56	215.56
79600	F/000343/18	NULL		170.73	170.73
79600	P/000087/18	NULL		20.33	20.33
79600	F/000346/18	NULL		8.49	8.49
79600	F/000353/18	NULL		87.63	87.63
79600	F/000342/18	NULL		414.54	414.54
79600	F/000360/18	NULL		537.53	537.53
79600	F/000345/18	NULL		349.45	349.45
79600	F/000347/18	NULL		113.01	113.01
79600	F/000358/18	NULL		1504.28	1504.28
79601	F/000364/18	NULL		178.80	178.80
79601	F/000365/18	NULL		79.63	79.63
79601	F/000374/18	NULL		84.05	84.05
79601	F/000367/18	NULL		852.62	852.62
79601	FV/01733/12/2018	NULL		110.10	110.10
79601	F/000368/18	NULL		5070.00	5070.00
79601	F/000363/18	NULL		260.00	260.00
79601	F/000378/18	NULL		119.41	119.41
79601	F/000369/18	NULL		123.92	123.92
79601	F/000377/18	NULL		1683.65	1683.65
79601	F/000362/18	NULL		270.00	270.00
79601	P/000090/18	NULL		8.13	8.13
79601	F/000376/18	NULL		856.00	856.00
79601	F/000372/18	NULL		541.52	541.52
79601	F/000373/18	NULL		247.73	247.73
79601	F/000366/18	NULL		278.33	278.33
79601	P/000091/18	NULL		38.10	38.10
79601	F/000370/18	NULL		66.67	66.67
79601	P/000092/18	NULL		66.67	66.67
79601	F/000375/18	NULL		51.92	51.92
79601	F/000371/18	NULL		281.21	281.21
79602	P/000096/18	NULL		28.46	28.46
79602	P/000094/18	NULL		89.45	89.45
79602	P/000100/18	NULL		8.13	8.13
79602	P/000095/18	NULL		20.33	20.33
79602	F/000389/18	NULL		206.60	206.60
79602	P/000102/18	NULL		70.15	70.15
79602	P/000093/18	NULL		32.52	32.52
79602	F/000391/18	NULL		15.40	15.40
79602	F/000381/18	NULL		111.75	111.75
79602	F/000387/18	NULL		203.31	203.31
79602	F/000382/18	NULL		250.00	250.00
79602	P/000101/18	NULL		60.97	60.97
79602	F/000379/18	NULL		529.76	529.76
79602	F/000385/18	NULL		140.00	140.00
79602	P/000098/18	NULL		5.28	5.28
79602	F/000390/18	NULL		612.39	612.39
79602	F/000384/18	NULL		737.51	737.51
79602	F/000386/18	NULL		374.24	374.24
79602	F/000383/18	NULL		179.90	179.90
79602	P/000097/18	NULL		20.40	20.40
79602	F/000388/18	NULL		181.95	181.95
79602	P/000099/18	NULL		41.46	41.46
79602	F/000380/18	NULL		324.62	324.62
79605	F/000406/18	NULL		123.00	123.00
79605	F/000393/18	NULL		159.97	159.97
79605	F/000410/18	NULL		107.56	107.56
79605	P/000105/18	NULL		22.60	22.60
79605	F/000392/18	NULL		772.00	772.00
79605	F/000398/18	NULL		348.46	348.46
79605	F/000407/18	NULL		279.74	279.74
79605	F/000399/18	NULL		28.00	28.00
79605	P/000103/18	NULL		26.02	26.02
79605	F/000408/18	NULL		419.52	419.52
79605	F/000405/18	NULL		149.12	149.12
79605	7172/18	NULL		388.90	388.90
79605	F/000409/18	NULL		70.35	70.35
79605	F/000404/18	NULL		657.58	657.58
79605	F/000402/18	NULL		345.59	345.59
79605	F/000397/18	NULL		84.48	84.48
79605	F/000395/18	NULL		694.80	694.80
79605	P/000106/18	NULL		50.27	50.27
79605	F/000400/18	NULL		171.75	171.75
79605	F/000396/18	NULL		124.90	124.90
79605	F/000401/18	NULL		290.18	290.18
79605	F/000394/18	NULL		718.62	718.62
79605	P/000107/18	NULL		66.70	66.70
79605	P/000104/18	NULL		27.64	27.64
79605	F/000403/18	NULL		30.08	30.08
79605	FA/4143/2018	NULL		4874.02	4874.02
79606	P/000113/18	NULL		39.72	39.72
79606	F/000426/18	NULL		330.80	330.80
79606	F/000412/18	NULL		142.90	142.90
79606	P/000117/18	NULL		55.95	55.95
79606	P/000112/18	NULL		14.30	14.30
79606	F/000418/18	NULL		602.73	602.73
79606	F/000411/18	NULL		256.03	256.03
79606	P/000108/18	NULL		100.57	100.57
79606	F/000417/18	NULL		249.59	249.59
79606	F/000424/18	NULL		160.32	160.32
79606	P/000116/18	NULL		42.91	42.91
79606	13/12/2018	NULL		2920.00	2920.00
79606	P/000115/18	NULL		22.76	22.76
79606	F/000413/18	NULL		400.02	400.02
79606	P/000109/18	NULL		53.67	53.67
79606	F/000414/18	NULL		516.50	516.50
79606	P/000110/18	NULL		21.15	21.15
79606	FV 10025/18	NULL		1355.65	1355.65
79606	F/000421/18	NULL		48.78	48.78
79606	F/000423/18	NULL		884.28	884.28
79606	F/000420/18	NULL		694.48	694.48
79606	F/000422/18	NULL		245.00	245.00
79606	7200/18	NULL		143.70	143.70
79606	P/000118/18	NULL		16.27	16.27
