data_int	numer	kontrahent	nip	netto	brutto_proxy
81740	P/006538/24	NULL		20.31	20.31
81740	F/006480/24	NULL		65.60	65.60
81740	P/006535/24	NULL		40.24	40.24
81740	F/006484/24	NULL		101.62	101.62
81740	P/006530/24	NULL		48.76	48.76
81740	P/006522/24	NULL		59.99	59.99
81740	P/006499/24	NULL		36.59	36.59
81740	P/006503/24	NULL		39.43	39.43
81740	P/006533/24	NULL		56.08	56.08
81740	F/006471/24	NULL		1499.99	1499.99
81740	F/006485/24	NULL		208.24	208.24
81740	F/006486/24	NULL		1764.95	1764.95
81740	F/006464/24	NULL		142.92	142.92
81740	F/006478/24	NULL		213.80	213.80
81740	F/006454/24	NULL		73.18	73.18
81740	P/006536/24	NULL		59.09	59.09
81740	P/006525/24	NULL		70.27	70.27
81740	P/006523/24	NULL		29.65	29.65
81740	P/006526/24	NULL		75.10	75.10
81740	P/006521/24	NULL		131.70	131.70
81740	P/006513/24	NULL		65.64	65.64
81740	FS 3637/FRESHTEK/2024	NULL		1716.00	1716.00
81740	P/006520/24	NULL		69.11	69.11
81740	F/006461/24	NULL		52.84	52.84
81740	P/006501/24	NULL		26.00	26.00
81740	P/006545/24	NULL		69.52	69.52
81740	F/006466/24	NULL		138.99	138.99
81740	F/006476/24	NULL		474.40	474.40
81740	P/006514/24	NULL		40.64	40.64
81740	F/006462/24	NULL		355.28	355.28
81740	F/006483/24	NULL		46.32	46.32
81740	P/006529/24	NULL		72.38	72.38
81740	P/006524/24	NULL		48.62	48.62
81740	F/006487/24	NULL		1029.95	1029.95
81740	F/006460/24	NULL		40.48	40.48
81740	F/006458/24	NULL		70.27	70.27
81740	P/006527/24	NULL		108.93	108.93
81740	F/006491/24	NULL		165.82	165.82
81740	F/006482/24	NULL		599.76	599.76
81740	P/006506/24	NULL		40.48	40.48
81740	F/006488/24	NULL		408.11	408.11
81740	F/006470/24	NULL		37.38	37.38
81740	P/006504/24	NULL		67.46	67.46
81740	P/006532/24	NULL		16.24	16.24
81740	P/006542/24	NULL		80.48	80.48
81740	F/006492/24	NULL		975.64	975.64
81740	P/006507/24	NULL		52.84	52.84
81740	P/006512/24	NULL		43.88	43.88
81740	F/006474/24	NULL		86.55	86.55
81740	F/006467/24	NULL		562.23	562.23
81740	F/006459/24	NULL		45.71	45.71
81740	P/006519/24	NULL		43.89	43.89
81740	F/006494/24	NULL		392.29	392.29
81740	P/006540/24	NULL		9.76	9.76
81740	P/006517/24	NULL		36.59	36.59
81740	F/006468/24	NULL		893.24	893.24
81740	F/006477/24	NULL		1004.90	1004.90
81740	F/006465/24	NULL		2003.87	2003.87
81740	F/006475/24	NULL		82.10	82.10
81740	P/006546/24	NULL		28.53	28.53
81740	10610/OKR/2024	NULL		4653.73	4653.73
81740	P/006500/24	NULL		151.20	151.20
81740	P/006539/24	NULL		40.63	40.63
81740	P/006528/24	NULL		57.87	57.87
81740	P/006505/24	NULL		243.82	243.82
81741	F/006498/24	NULL		1866.26	1866.26
81741	P/006564/24	NULL		46.33	46.33
81741	F/006509/24	NULL		54.46	54.46
81741	P/006561/24	NULL		38.22	38.22
81741	F/006508/24	NULL		30.47	30.47
81741	P/006555/24	NULL		25.84	25.84
81741	P/006548/24	NULL		65.64	65.64
81741	F/006513/24	NULL		51.21	51.21
81741	P/006562/24	NULL		16.98	16.98
81741	726/10/2024	NULL		9999.60	9999.60
81741	P/006558/24	NULL		40.64	40.64
81741	F/006504/24	NULL		6780.11	6780.11
81741	F/006506/24	NULL		8369.97	8369.97
81741	F/006500/24	NULL		676.40	676.40
81741	FA/2737/2024	NULL		5894.00	5894.00
81741	P/006547/24	NULL		143.08	143.08
81741	P/006556/24	NULL		75.60	75.60
81741	P/006560/24	NULL		40.64	40.64
81741	P/006557/24	NULL		15.44	15.44
81741	F/006511/24	NULL		300.80	300.80
81741	F/006502/24	NULL		1114.29	1114.29
81741	F/006507/24	NULL		1089.46	1089.46
81741	F/006514/24	NULL		907.96	907.96
81741	P/006554/24	NULL		48.11	48.11
81741	603/2024	NULL		1990.40	1990.40
81741	F/006503/24	NULL		296.74	296.74
81741	F/006501/24	NULL		2039.46	2039.46
81741	F/006496/24	NULL		367.84	367.84
81741	F/006510/24	NULL		205.19	205.19
81741	F/006499/24	NULL		75.61	75.61
81741	P/006563/24	NULL		43.08	43.08
81741	FA/WRO/2226/2024	NULL		6767.27	6767.27
81741	F/006512/24	NULL		44.71	44.71
81741	F/006497/24	NULL		44.72	44.72
81741	P/006551/24	NULL		25.19	25.19
81741	P/006549/24	NULL		42.26	42.26
81741	P/006552/24	NULL		42.83	42.83
81741	PK/000135/24	NULL		.00	.00
81741	F/006505/24	NULL		4497.02	4497.02
81741	P/006550/24	NULL		52.85	52.85
81741	P/006553/24	NULL		148.92	148.92
81741	P/006559/24	NULL		55.25	55.25
81741	PK/000136/24	NULL		29.26	29.26
81741	F/006495/24	NULL		38.16	38.16
81741	468/P/10/2024	NULL		639.60	639.60
81742	P/006569/24	NULL		44.71	44.71
81742	F/006516/24	NULL		145.08	145.08
81742	F/006525/24	NULL		126.78	126.78
81742	F/006518/24	NULL		60.14	60.14
81742	1824010495	NULL		13954.30	13954.30
81742	PK/000137/24	NULL		28.46	28.46
81742	F/006517/24	NULL		86.72	86.72
81742	F/006520/24	NULL		26.81	26.81
81742	P/006579/24	NULL		6.60	6.60
81742	F/006521/24	NULL		1824.76	1824.76
81742	F/006523/24	NULL		112.97	112.97
81742	F/006531/24	NULL		425.16	425.16
81742	P/006565/24	NULL		43.24	43.24
81742	F/006524/24	NULL		180.92	180.92
81742	F/006519/24	NULL		72.55	72.55
81742	P/006573/24	NULL		40.24	40.24
81742	P/006571/24	NULL		117.88	117.88
81742	P/006566/24	NULL		35.74	35.74
81742	192/10/2024	NULL		417.56	417.56
81742	F/006515/24	NULL		217.62	217.62
81742	P/006578/24	NULL		104.87	104.87
81742	F/006528/24	NULL		96.95	96.95
81742	P/006577/24	NULL		11.38	11.38
81742	P/006568/24	NULL		39.00	39.00
81742	F/006522/24	NULL		3023.88	3023.88
81742	(S) FS-4135/24/WA	NULL		1748.48	1748.48
81742	P/006576/24	NULL		33.72	33.72
81742	P/006570/24	NULL		10.48	10.48
81742	FV/4476/KN/2024	NULL		3876.30	3876.30
81742	P/006574/24	NULL		20.32	20.32
81742	P/006572/24	NULL		44.44	44.44
81742	F/006529/24	NULL		683.39	683.39
81742	P/006575/24	NULL		16.26	16.26
81742	P/006580/24	NULL		6.33	6.33
81742	F/006530/24	NULL		855.72	855.72
81742	P/006567/24	NULL		80.48	80.48
81742	F/006527/24	NULL		195.52	195.52
81742	F/006526/24	NULL		260.15	260.15
81743	P/006597/24	NULL		72.34	72.34
81743	F/006541/24	NULL		300.80	300.80
81743	P/006596/24	NULL		36.59	36.59
81743	P/006591/24	NULL		38.22	38.22
81743	F/006557/24	NULL		302.50	302.50
81743	F/006549/24	NULL		469.86	469.86
81743	F/006536/24	NULL		36.59	36.59
81743	P/006604/24	NULL		60.46	60.46
81743	F/006556/24	NULL		265.38	265.38
81743	F/006533/24	NULL		261.80	261.80
81743	P/006607/24	NULL		68.11	68.11
81743	F/006554/24	NULL		86.15	86.15
81743	F/006545/24	NULL		204.04	204.04
81743	P/006603/24	NULL		71.70	71.70
81743	P/006600/24	NULL		43.88	43.88
81743	F/006551/24	NULL		1607.22	1607.22
81743	F/006542/24	NULL		1638.82	1638.82
81743	F/006567/24	NULL		821.10	821.10
81743	P/006605/24	NULL		47.63	47.63
81743	F/006559/24	NULL		604.62	604.62
81743	F/006570/24	NULL		2084.57	2084.57
81743	F/006563/24	NULL		1628.34	1628.34
81743	P/006601/24	NULL		40.48	40.48
81743	P/006590/24	NULL		38.22	38.22
81743	F/006538/24	NULL		1200.00	1200.00
81743	P/006585/24	NULL		40.63	40.63
81743	F/006537/24	NULL		614.61	614.61
81743	F/006532/24	NULL		1946.30	1946.30
81743	P/006582/24	NULL		71.70	71.70
81743	P/006594/24	NULL		52.85	52.85
81743	P/006587/24	NULL		37.33	37.33
81743	FA/5925/2024	NULL		1259.20	1259.20
81743	F/006534/24	NULL		36.57	36.57
81743	P/006598/24	NULL		37.40	37.40
81743	P/006588/24	NULL		112.20	112.20
81743	F/006543/24	NULL		271.48	271.48
81743	P/006581/24	NULL		35.75	35.75
81743	P/006584/24	NULL		62.16	62.16
81743	P/006599/24	NULL		45.60	45.60
81743	P/006592/24	NULL		59.10	59.10
81743	P/006589/24	NULL		38.76	38.76
81743	F/006560/24	NULL		1342.19	1342.19
81743	FK/000041/24	NULL		1071.27	1071.27
81743	F/006539/24	NULL		1056.00	1056.00
81743	F/006571/24	NULL		1608.60	1608.60
81743	F/006547/24	NULL		590.90	590.90
81743	F/006555/24	NULL		487.96	487.96
81743	F/006558/24	NULL		36.58	36.58
81743	P/006606/24	NULL		32.30	32.30
81743	F/006561/24	NULL		681.65	681.65
81743	P/006583/24	NULL		55.68	55.68
81743	P/006593/24	NULL		38.20	38.20
81743	F/006546/24	NULL		545.10	545.10
81743	F/006562/24	NULL		256.07	256.07
81743	F/006544/24	NULL		356.79	356.79
81743	F/006569/24	NULL		5460.99	5460.99
81743	F/006553/24	NULL		312.24	312.24
81743	F/006540/24	NULL		335.89	335.89
81743	F/006566/24	NULL		926.60	926.60
81743	F/006548/24	NULL		788.48	788.48
81743	F/006552/24	NULL		101.96	101.96
81743	P/006595/24	NULL		372.12	372.12
81743	F/006550/24	NULL		167.26	167.26
81743	P/006602/24	NULL		38.22	38.22
81743	F/006565/24	NULL		5289.78	5289.78
81743	F/006535/24	NULL		31.61	31.61
81743	F/006568/24	NULL		2879.97	2879.97
81743	P/006586/24	NULL		39.09	39.09
81743	F/006564/24	NULL		195.84	195.84
81744	P/006619/24	NULL		36.59	36.59
81744	F/006579/24	NULL		341.40	341.40
81744	F 0111/10/24/B	NULL		140.00	140.00
81744	F/006572/24	NULL		2637.42	2637.42
81744	P/006625/24	NULL		44.71	44.71
81744	P/006609/24	NULL		44.72	44.72
81744	P/006610/24	NULL		104.87	104.87
81744	144/M-1/10/2024	NULL		2863.20	2863.20
81744	F/006576/24	NULL		535.61	535.61
81744	P/006616/24	NULL		65.02	65.02
81744	P/006614/24	NULL		70.27	70.27
81744	F/006573/24	NULL		202.02	202.02
81744	P/006611/24	NULL		145.08	145.08
81744	F/R/1769/10/24	NULL		3674.76	3674.76
81744	P/006622/24	NULL		46.35	46.35
81744	P/006628/24	NULL		64.10	64.10
81744	P/006621/24	NULL		234.06	234.06
81744	P/006613/24	NULL		52.83	52.83
81744	FV 07896/24	NULL		859.42	859.42
81744	P/006626/24	NULL		59.35	59.35
81744	F/006585/24	NULL		290.16	290.16
81744	F/006589/24	NULL		591.00	591.00
81744	F/006580/24	NULL		37.39	37.39
81744	P/006624/24	NULL		28.45	28.45
81744	F/006581/24	NULL		703.23	703.23
81744	F/006582/24	NULL		347.87	347.87
81744	F/006588/24	NULL		217.82	217.82
81744	F/006586/24	NULL		528.50	528.50
81744	F/006578/24	NULL		544.70	544.70
81744	P/006627/24	NULL		81.14	81.14
81744	F/006575/24	NULL		120.28	120.28
81744	F/006584/24	NULL		422.72	422.72
81744	F/006574/24	NULL		24.37	24.37
81744	P/006617/24	NULL		117.89	117.89
81744	F/006577/24	NULL		260.15	260.15
81744	P/006620/24	NULL		40.63	40.63
81744	P/006623/24	NULL		99.17	99.17
81744	P/006615/24	NULL		36.59	36.59
81744	P/006608/24	NULL		39.01	39.01
81744	16183/24	NULL		5244.30	5244.30
81744	P/006618/24	NULL		65.02	65.02
81744	F/006587/24	NULL		236.56	236.56
81744	P/006612/24	NULL		16.98	16.98
81744	F/006583/24	NULL		77.23	77.23
81747	P/006646/24	NULL		40.24	40.24
81747	P/006635/24	NULL		70.06	70.06
81747	F/006601/24	NULL		130.08	130.08
81747	P/006641/24	NULL		48.77	48.77
81747	P/006658/24	NULL		118.23	118.23
81747	P/006630/24	NULL		37.38	37.38
81747	P/006655/24	NULL		17.88	17.88
81747	F/006609/24	NULL		627.60	627.60
81747	P/006649/24	NULL		95.12	95.12
81747	P/006659/24	NULL		52.04	52.04
81747	P/006636/24	NULL		73.16	73.16
81747	F 0251/10/24/B	NULL		441.00	441.00
81747	F/006605/24	NULL		645.34	645.34
81747	P/006640/24	NULL		100.29	100.29
81747	P/006662/24	NULL		36.59	36.59
81747	F/006619/24	NULL		243.89	243.89
81747	F/006600/24	NULL		86.04	86.04
81747	P/006650/24	NULL		18.05	18.05
81747	P/006633/24	NULL		23.15	23.15
81747	P/006660/24	NULL		39.33	39.33
81747	F/006616/24	NULL		234.13	234.13
81747	F/006610/24	NULL		618.32	618.32
81747	F/006621/24	NULL		1018.61	1018.61
81747	F/006615/24	NULL		912.14	912.14
81747	P/006642/24	NULL		46.90	46.90
81747	67/24	NULL		1480.00	1480.00
81747	P/006638/24	NULL		40.48	40.48
81747	F/006592/24	NULL		128.33	128.33
81747	P/006631/24	NULL		65.28	65.28
81747	P/006645/24	NULL		28.44	28.44
81747	F/006620/24	NULL		409.68	409.68
81747	P/006653/24	NULL		44.30	44.30
81747	66/24	NULL		2130.00	2130.00
81747	P/006656/24	NULL		31.61	31.61
81747	P/006661/24	NULL		21.22	21.22
81747	F/006614/24	NULL		36.59	36.59
81747	F/006597/24	NULL		179.26	179.26
81747	F/006617/24	NULL		151.20	151.20
81747	F/006598/24	NULL		51.20	51.20
81747	F/006591/24	NULL		2966.10	2966.10
81747	P/006644/24	NULL		53.20	53.20
81747	F/006593/24	NULL		932.84	932.84
81747	P/006643/24	NULL		49.74	49.74
81747	P/006632/24	NULL		38.19	38.19
81747	F/006595/24	NULL		259.08	259.08
81747	P/006648/24	NULL		46.89	46.89
81747	FV 07948/24	NULL		65.00	65.00
81747	F/006613/24	NULL		51.12	51.12
81747	F/006608/24	NULL		879.90	879.90
81747	630/P/10/2024	NULL		1231.00	1231.00
81747	F/006607/24	NULL		757.45	757.45
81747	F/006599/24	NULL		73.10	73.10
81747	P/006637/24	NULL		70.27	70.27
81747	F/006606/24	NULL		63.40	63.40
81747	F/006596/24	NULL		106.10	106.10
81747	P/006651/24	NULL		41.43	41.43
81747	F/006604/24	NULL		810.04	810.04
81747	F/006602/24	NULL		41.67	41.67
81747	F/006612/24	NULL		52.81	52.81
81747	P/006654/24	NULL		67.28	67.28
81747	P/006663/24	NULL		68.60	68.60
81747	P/006647/24	NULL		39.06	39.06
81747	F/006603/24	NULL		43.81	43.81
81747	P/006657/24	NULL		204.48	204.48
81747	F/006594/24	NULL		262.66	262.66
81747	F/006618/24	NULL		292.66	292.66
81747	P/006652/24	NULL		59.34	59.34
81747	P/006634/24	NULL		42.82	42.82
81747	P/006629/24	NULL		60.15	60.15
81747	P/006639/24	NULL		90.70	90.70
81747	F/006611/24	NULL		354.28	354.28
81747	F/006590/24	NULL		604.19	604.19
81748	P/006676/24	NULL		35.71	35.71
81748	FV/4543/KN/2024	NULL		9128.00	9128.00
81748	P/006668/24	NULL		85.35	85.35
81748	P/006666/24	NULL		41.61	41.61
81748	P/006669/24	NULL		31.69	31.69
81748	F/006632/24	NULL		152.81	152.81
81748	08001/24	NULL		76.00	76.00
81748	P/006673/24	NULL		71.70	71.70
81748	P/006674/24	NULL		40.95	40.95
81748	P/006664/24	NULL		95.11	95.11
81748	F/006625/24	NULL		101.60	101.60
81748	P/006678/24	NULL		27.63	27.63
81748	F/006635/24	NULL		328.86	328.86
81748	F/006627/24	NULL		534.50	534.50
81748	P/006677/24	NULL		57.70	57.70
81748	F/006624/24	NULL		367.62	367.62
81748	FK/000042/24	NULL		15.40	15.40
81748	F/006626/24	NULL		170.72	170.72
81748	FA/140997/SKA/2024	NULL		1931.28	1931.28
81748	P/006670/24	NULL		44.72	44.72
81748	F/006629/24	NULL		807.54	807.54
81748	P/006667/24	NULL		28.36	28.36
81748	FA/5987/2024	NULL		537.32	537.32
81748	F/006628/24	NULL		287.50	287.50
81748	F/006630/24	NULL		170.72	170.72
81748	F/006622/24	NULL		47.89	47.89
81748	P/006675/24	NULL		122.48	122.48
81748	P/006665/24	NULL		24.37	24.37
81748	F/006633/24	NULL		171.52	171.52
81748	F/006634/24	NULL		790.00	790.00
81748	F/006623/24	NULL		272.34	272.34
81748	678/P/10/2024	NULL		608.73	608.73
81748	P/006672/24	NULL		22.75	22.75
81748	F/006631/24	NULL		36.59	36.59
81748	PK/000138/24	NULL		.00	.00
81748	16446,/24	NULL		1660.80	1660.80
81748	P/006671/24	NULL		52.85	52.85
81749	F/006636/24	NULL		266.60	266.60
81749	F/006659/24	NULL		714.21	714.21
81749	P/006695/24	NULL		77.62	77.62
81749	P/006697/24	NULL		60.14	60.14
81749	F/006640/24	NULL		189.57	189.57
81749	F/006654/24	NULL		28.36	28.36
81749	P/006684/24	NULL		35.60	35.60
81749	P/006696/24	NULL		85.17	85.17
81749	P/006690/24	NULL		53.14	53.14
81749	F/006649/24	NULL		81.29	81.29
81749	F/006657/24	NULL		902.68	902.68
81749	F/006647/24	NULL		191.86	191.86
81749	P/006679/24	NULL		73.16	73.16
81749	F/006652/24	NULL		58.49	58.49
81749	F/006643/24	NULL		131.69	131.69
81749	P/006688/24	NULL		68.11	68.11
81749	F/006644/24	NULL		526.16	526.16
81749	P/006686/24	NULL		175.87	175.87
81749	F/006653/24	NULL		36.58	36.58
81749	P/006685/24	NULL		26.81	26.81
81749	P/006681/24	NULL		28.45	28.45
81749	P/006698/24	NULL		8.94	8.94
81749	F/006658/24	NULL		829.26	829.26
81749	F/006650/24	NULL		364.86	364.86
81749	F/006637/24	NULL		292.65	292.65
81749	F/006639/24	NULL		316.80	316.80
81749	P/006692/24	NULL		28.15	28.15
81749	P/006682/24	NULL		14.22	14.22
81749	F/006641/24	NULL		320.38	320.38
81749	P/006680/24	NULL		77.21	77.21
81749	P/006693/24	NULL		85.35	85.35
81749	F/006648/24	NULL		308.53	308.53
81749	P/006689/24	NULL		52.80	52.80
81749	P/006687/24	NULL		65.02	65.02
81749	F/006638/24	NULL		1212.96	1212.96
81749	P/006683/24	NULL		71.70	71.70
81749	P/006694/24	NULL		39.49	39.49
81749	P/006691/24	NULL		90.22	90.22
81749	F/006642/24	NULL		1110.00	1110.00
81749	F/006646/24	NULL		185.40	185.40
81749	F/006656/24	NULL		28.15	28.15
81749	F/006651/24	NULL		175.56	175.56
81749	F/006645/24	NULL		471.44	471.44
81749	F/006655/24	NULL		44.71	44.71
81750	P/006710/24	NULL		39.01	39.01
81750	P/006720/24	NULL		145.08	145.08
81750	P/006706/24	NULL		95.11	95.11
81750	F/006688/24	NULL		268.13	268.13
81750	PK/000139/24	NULL		.00	.00
81750	F/006691/24	NULL		1412.69	1412.69
81750	P/006718/24	NULL		36.59	36.59
81750	F/006686/24	NULL		175.98	175.98
81750	P/006701/24	NULL		50.39	50.39
81750	F/006685/24	NULL		324.35	324.35
81750	F/006668/24	NULL		492.30	492.30
81750	F/006693/24	NULL		594.79	594.79
81750	F/006667/24	NULL		2380.20	2380.20
81750	F/006682/24	NULL		260.15	260.15
81750	F/006672/24	NULL		68.28	68.28
81750	(S)FS-4246/24/WA	NULL		7703.56	7703.56
81750	16656/24	NULL		528.90	528.90
81750	F/006678/24	NULL		822.88	822.88
81750	F/006660/24	NULL		89.36	89.36
81750	F/006661/24	NULL		104.87	104.87
81750	F/006664/24	NULL		6272.00	6272.00
81750	P/006704/24	NULL		37.39	37.39
81750	FV/8590/2024	NULL		5601.82	5601.82
81750	F/006692/24	NULL		1663.98	1663.98
81750	F/006684/24	NULL		169.10	169.10
81750	P/006700/24	NULL		296.74	296.74
81750	F/006669/24	NULL		836.57	836.57
81750	F/006663/24	NULL		134.09	134.09
81750	F/006666/24	NULL		312.12	312.12
81750	P/006703/24	NULL		43.23	43.23
81750	P/006707/24	NULL		36.59	36.59
81750	F/006673/24	NULL		681.30	681.30
81750	F/006679/24	NULL		345.43	345.43
81750	P/006708/24	NULL		48.11	48.11
81750	F/006676/24	NULL		667.44	667.44
81750	P/006713/24	NULL		96.05	96.05
81750	F/006677/24	NULL		2192.62	2192.62
81750	FK/000043/24	NULL		6.56	6.56
81750	F/006690/24	NULL		258.48	258.48
81750	P/006717/24	NULL		48.75	48.75
81750	F/006683/24	NULL		728.82	728.82
81750	P/006711/24	NULL		70.25	70.25
81750	P/006702/24	NULL		40.63	40.63
81750	F/006674/24	NULL		1409.50	1409.50
81750	F/006694/24	NULL		48.28	48.28
81750	F/006680/24	NULL		645.44	645.44
81750	F/006695/24	NULL		284.53	284.53
81750	F/006670/24	NULL		138.96	138.96
81750	P/006719/24	NULL		36.59	36.59
81750	F/006696/24	NULL		7.99	7.99
81750	741/10/2024	NULL		8206.00	8206.00
81750	P/006699/24	NULL		28.36	28.36
81750	P/006709/24	NULL		52.84	52.84
81750	F/006665/24	NULL		456.88	456.88
81750	F/006671/24	NULL		111.74	111.74
81750	F/006662/24	NULL		153.79	153.79
81750	F/006689/24	NULL		258.50	258.50
81750	P/006714/24	NULL		173.84	173.84
81750	F/006675/24	NULL		2532.82	2532.82
81750	P/006712/24	NULL		2.06	2.06
81750	P/006705/24	NULL		22.75	22.75
81750	P/006716/24	NULL		36.59	36.59
81750	F/006687/24	NULL		549.32	549.32
81750	P/006715/24	NULL		44.72	44.72
81750	F/006681/24	NULL		1932.00	1932.00
81751	F/006716/24	NULL		47.89	47.89
81751	F/006698/24	NULL		157.53	157.53
81751	P/006745/24	NULL		93.89	93.89
81751	F/006713/24	NULL		58.52	58.52
81751	P/006729/24	NULL		68.11	68.11
81751	F/006703/24	NULL		385.10	385.10
81751	F/006700/24	NULL		6439.37	6439.37
81751	P/006737/24	NULL		40.56	40.56
81751	F/006712/24	NULL		45.52	45.52
81751	P/006742/24	NULL		54.92	54.92
81751	F/006705/24	NULL		146.36	146.36
81751	P/006739/24	NULL		103.64	103.64
81751	F/006708/24	NULL		350.38	350.38
81751	F/006697/24	NULL		628.80	628.80
81751	P/006725/24	NULL		68.11	68.11
81751	P/006722/24	NULL		95.09	95.09
81751	FV/0167/10/2024	NULL		2924.84	2924.84
81751	P/006744/24	NULL		43.89	43.89
81751	F/006702/24	NULL		412.95	412.95
81751	F/006699/24	NULL		37.38	37.38
81751	P/006723/24	NULL		85.35	85.35
81751	P/006743/24	NULL		37.54	37.54
81751	F/006707/24	NULL		596.14	596.14
81751	P/006724/24	NULL		36.59	36.59
81751	P/006740/24	NULL		42.42	42.42
81751	F/006715/24	NULL		689.20	689.20
81751	P/006731/24	NULL		36.66	36.66
81751	F/006711/24	NULL		298.18	298.18
81751	P/006732/24	NULL		60.14	60.14
81751	P/006746/24	NULL		30.89	30.89
81751	P/006726/24	NULL		70.27	70.27
81751	11082/OKR/2024	NULL		2889.93	2889.93
81751	P/006730/24	NULL		88.35	88.35
81751	P/006734/24	NULL		44.30	44.30
81751	F/006701/24	NULL		29.26	29.26
81751	F/006709/24	NULL		241.42	241.42
81751	P/006728/24	NULL		79.74	79.74
81751	F/006706/24	NULL		1663.95	1663.95
81751	327/10/2024	NULL		231.20	231.20
81751	F/006710/24	NULL		170.70	170.70
81751	F/006714/24	NULL		2054.59	2054.59
81751	P/006733/24	NULL		85.36	85.36
81751	P/006735/24	NULL		52.86	52.86
81751	P/006727/24	NULL		49.59	49.59
81751	P/006736/24	NULL		26.40	26.40
81751	P/006721/24	NULL		77.15	77.15
81751	P/006741/24	NULL		107.59	107.59
81751	F/006704/24	NULL		3243.50	3243.50
81751	P/006738/24	NULL		36.59	36.59
81754	P/006759/24	NULL		52.85	52.85
81754	P/006779/24	NULL		99.97	99.97
81754	P/006769/24	NULL		180.36	180.36
81754	F/006724/24	NULL		325.18	325.18
81754	P/006752/24	NULL		73.18	73.18
81754	P/006755/24	NULL		35.77	35.77
81754	P/006756/24	NULL		16.26	16.26
81754	P/006766/24	NULL		39.00	39.00
81754	F/006740/24	NULL		691.10	691.10
81754	F/006720/24	NULL		37.31	37.31
81754	F/006736/24	NULL		112.32	112.32
81754	P/006773/24	NULL		121.61	121.61
81754	P/006763/24	NULL		68.11	68.11
81754	F/006718/24	NULL		3386.42	3386.42
81754	P/006771/24	NULL		71.70	71.70
81754	P/006750/24	NULL		68.11	68.11
81754	F/006719/24	NULL		1874.11	1874.11
81754	F/006737/24	NULL		429.24	429.24
81754	FVS/2948/24	NULL		3554.01	3554.01
81754	P/006764/24	NULL		45.52	45.52
81754	P/006754/24	NULL		48.62	48.62
81754	P/006774/24	NULL		85.35	85.35
81754	P/006768/24	NULL		89.42	89.42
81754	P/006749/24	NULL		204.84	204.84
81754	F/006741/24	NULL		490.12	490.12
81754	F/006745/24	NULL		739.17	739.17
81754	F/006735/24	NULL		825.19	825.19
81754	P/006767/24	NULL		259.35	259.35
81754	F/006743/24	NULL		842.64	842.64
81754	F/006730/24	NULL		291.02	291.02
81754	F/006729/24	NULL		183.36	183.36
81754	F/006738/24	NULL		459.41	459.41
81754	P/006762/24	NULL		36.58	36.58
81754	P/006781/24	NULL		19.51	19.51
81754	F/006732/24	NULL		413.01	413.01
81754	P/006775/24	NULL		38.22	38.22
81754	F/006734/24	NULL		89.65	89.65
81754	P/006765/24	NULL		36.59	36.59
81754	P/006761/24	NULL		52.81	52.81
81754	P/006783/24	NULL		266.65	266.65
81754	P/006758/24	NULL		29.25	29.25
81754	F/006746/24	NULL		312.48	312.48
81754	P/006772/24	NULL		21.28	21.28
81754	P/006778/24	NULL		28.36	28.36
81754	F/006717/24	NULL		2800.90	2800.90
81754	F/006726/24	NULL		44.91	44.91
81754	F/006728/24	NULL		141.32	141.32
81754	F/006739/24	NULL		1137.59	1137.59
81754	F/006723/24	NULL		6500.00	6500.00
81754	P/006760/24	NULL		44.30	44.30
81754	F/006721/24	NULL		305.92	305.92
81754	P/006747/24	NULL		1098.58	1098.58
81754	F/006744/24	NULL		702.80	702.80
81754	F/006727/24	NULL		325.16	325.16
81754	P/006776/24	NULL		77.23	77.23
81754	16782/24	NULL		190.00	190.00
81754	F/006731/24	NULL		39.48	39.48
81754	P/006748/24	NULL		71.54	71.54
81754	P/006757/24	NULL		101.94	101.94
81754	P/006780/24	NULL		58.53	58.53
81754	AFV/498/10/2024	NULL		113.40	113.40
81754	P/006751/24	NULL		29.33	29.33
81754	F/006722/24	NULL		232.50	232.50
81754	F/006742/24	NULL		1893.81	1893.81
81754	F/006733/24	NULL		528.44	528.44
81754	P/006782/24	NULL		104.06	104.06
81754	P/006770/24	NULL		160.96	160.96
81754	F/006725/24	NULL		81.29	81.29
81754	P/006753/24	NULL		46.29	46.29
81755	F/006763/24	NULL		122.34	122.34
81755	P/006787/24	NULL		178.86	178.86
81755	F/006752/24	NULL		242.26	242.26
81755	F/006747/24	NULL		73.18	73.18
81755	F/006751/24	NULL		436.49	436.49
81755	F/006758/24	NULL		780.31	780.31
81755	F/006761/24	NULL		1375.89	1375.89
81755	F/006772/24	NULL		1900.80	1900.80
81755	F/006757/24	NULL		353.76	353.76
81755	F/006759/24	NULL		1943.60	1943.60
81755	F/006755/24	NULL		705.20	705.20
81755	F/006764/24	NULL		193.42	193.42
81755	F/006754/24	NULL		4921.12	4921.12
81755	P/006795/24	NULL		15.44	15.44
81755	P/006798/24	NULL		109.66	109.66
81755	P/006792/24	NULL		98.32	98.32
81755	P/006789/24	NULL		36.57	36.57
81755	F/00133/10/24/MG	NULL		228.96	228.96
81755	F/006770/24	NULL		836.00	836.00
81755	P/006786/24	NULL		28.36	28.36
81755	P/006796/24	NULL		64.22	64.22
81755	P/006794/24	NULL		19.20	19.20
81755	P/006784/24	NULL		183.71	183.71
81755	F/006771/24	NULL		1626.00	1626.00
81755	P/006788/24	NULL		36.59	36.59
81755	F/006767/24	NULL		48.76	48.76
81755	F/006768/24	NULL		712.08	712.08
