sku;stock;price_purchase_net;price_sale_net;price_sale_gross
CHE000075;0.0;198.68;361.24;444.33
CHE000076;0.0;204.73;372.24;457.86
CHE000077;0.0;73.39;164.22;201.99
CHE000078;0.0;76.83;130.07;159.99
CHE000079;2.0;78.61;151.21;185.99
CHE000080;0.0;88.02;160.04;196.85
CHE000081;74.0;9.0;17.88;21.99
CHE000082;9.0;215.0;421.25;518.14
CHE000083;6.0;55.0;110.0;135.3
CHE000084;0.0;62.0;142.27;174.99
CHE000085;2.0;42.12;73.16;89.99
CHE000086;3.0;105.0;288.61;354.99
CHE000087;2.0;64.69;121.94;149.99
CIDL0002;23.0;1.1;415.58;511.16
CIDL0006;12.0;193.18;351.24;432.03
CIDL0007;0.0;195.9;404.06;496.99
CIDL0008;13.0;13.03;51.95;63.9
CIDL0010;0.0;918.9;2686.98;3304.99
CIDL0011;57.0;14.07;31.24;38.43
CIDL0012;21.0;18.35;33.36;41.03
CIDL0013;27.0;27.16;48.77;59.99
CIDL0014;30.0;23.86;41.46;50.99
CIDL0018;1.0;229.87;416.25;511.99
CIDL0024;2.0;47.62;128.45;157.99
CIDL0026;1.0;547.28;995.05;1223.91
CIDL0027;31.0;1.1;199.18;244.99
CIDL0028;34.0;32.97;65.95;81.12
CIDL0033;5.0;107.55;186.98;229.99
CIDL0034;29.0;185.03;344.78;424.08
CIDL0036;2.0;237.89;432.53;532.01
CIDL0037;1.0;436.57;793.49;975.99
CIDL0038;8.0;218.05;396.44;487.62
CIDL0039;27.0;9.71;30.89;37.99
CIDL0040;24.0;16.36;36.8;45.26
CIDL0041;19.0;16.95;30.82;37.91
CIDL0045;1.0;403.81;731.7;899.99
CIDL0055;4.0;466.0;847.27;915.05
CIDL0057;6.0;146.42;243.89;299.99
CIDL0062;3.0;219.25;398.65;490.34
CIDL0063;4.0;209.99;381.8;469.61
CIDL0064;5.0;184.43;335.33;362.16
CIDL0067;2.0;272.5;495.47;609.43
CIDL0068;0.0;1372.8;4918.69;6049.99
CIDL0070;1.0;260.81;474.2;583.27
CIDL0071;15.0;26.85;53.69;66.04
CIDL0074;1.0;266.06;483.75;595.01
CIDL0075;2.0;54.39;135.98;167.26
CIDL0077;0.0;300.04;544.71;669.99
CIDL0081;1.0;73.19;133.07;163.68
CIDL0084;4.0;248.54;497.07;611.4
CIDL0086;3.0;10.3;20.32;24.99
CIDL0087;4.0;15.44;28.07;34.53
CIDL0090;1.0;21.53;28.45;34.99
CIDL0091;2.0;13.19;24.38;29.99
CIDL0092;27.0;11.62;24.38;29.99
CIDL0099;7.0;49.56;89.42;109.99
CIDL0100;6.0;59.64;107.4;115.99
CIDL0104;0.0;842.69;1532.51;1884.99
CIDL0105;1.0;628.07;1142.27;1404.99
CIDL0107;16.0;10.88;28.45;34.99
CIDL0112;4.0;123.07;223.57;274.99
CIDL0114;0.0;188.42;426.01;523.99
CIDL0117;8.0;73.21;130.07;159.99
CIDL0119;0.0;636.92;1158.04;1424.39
CIDL0121;1.0;361.05;656.09;806.99
CIDL0122;1.0;158.82;288.76;355.17
CIDL0126;1.0;1.0;202.0;248.46
CIDL0127;1.0;106.53;193.71;209.21
CIDL0128;5.0;175.95;319.44;344.99
CIDL0134;0.0;591.59;1149.59;1413.99
CIDL0140;1.0;358.69;652.16;802.16
CIDL0144;32.0;9.48;20.32;24.99
CIDL0145;0.0;24.39;48.77;59.99
CIDL0146;21.0;122.29;223.56;274.98
CIDL0149;3.0;30.5;59.34;72.99
CIDL0150;0.0;30.88;59.34;72.99
CIDL0151;0.0;30.89;59.34;72.99
CIDL0153;4.0;75.55;137.38;168.98
CIDL0154;5.0;79.66;154.46;189.99
CIDL0159;0.0;265.75;483.73;594.99
CIDL0170;1.0;330.69;601.25;739.54
CIDL0175;3.0;211.7;301.62;370.99
CIDL0182;10.0;65.63;117.88;144.99
CIDL0191;1.0;358.69;650.4;799.99
CIDL0192;0.0;92.9;168.91;207.76
CIDL0213;0.0;218.59;485.76;597.48
CIDL0217;23.0;19.93;53.07;65.28
CIDL0223;41.0;226.37;432.05;531.42
CIDL0227;4.0;155.75;237.8;292.49
CIDL0228;7.0;15.26;53.71;66.06
CIDL0237;0.0;1944.27;4296.74;5284.99
CIDL0240;0.0;591.64;1183.27;1277.93
CIDL0242;0.0;1700.0;2845.52;3499.99
CIDL0243;11.0;23.34;42.44;52.2
CIDL0244;2.0;248.51;451.84;555.76
CIDL0246;1.0;587.82;1068.76;1314.57
CIDL0247;1.0;167.62;304.76;329.14
CIDL0248;0.0;490.88;892.51;1097.79
CIDL0249;18.0;10.33;23.47;28.87
CIDL0258;0.0;606.28;1102.43;1355.99
CIDL0259;3.0;51.15;92.58;99.99
CIDL0265;16.0;32.57;60.18;64.99
CIDL0268;1.0;132.78;241.46;296.99
CIDL0269;0.0;154.4;297.55;365.99
CIDL0270;0.0;152.5;297.55;365.99
CIDL0271;0.0;154.45;297.55;365.99
CIDL0273;1.0;342.05;621.91;764.95
CIDL0274;0.0;206.46;375.6;461.99
CIDL0275;0.0;5100.0;8500.0;10455.0
CIDL0276;0.0;319.96;581.75;715.55
CIDL0277;1.0;191.62;348.4;376.27
CIDL0280;1.0;205.08;317.07;389.99
CIDL0284;233.0;5.04;10.56;12.99
CIDL0285;6.0;117.74;214.07;263.31
CIDL0287;0.0;1156.4;2102.55;2270.75
CIDL0288;2.0;630.79;1146.87;1410.65
CIDL0291;14.0;19.8;50.44;62.04
CIDL0292;4.0;25.39;46.16;56.78
CIDL0294;1.0;230.33;418.69;514.99
CIDL0297;2.0;365.86;665.03;817.99
CIDL0300;0.0;44.72;110.77;136.25
CIDL0301;4.0;134.51;244.56;300.81
CIDL0305;36.0;13.0;39.78;48.93
CIDL0306;0.0;103.64;231.7;284.99
CIDL0307;4.0;659.46;1199.02;1474.79
CIDL0309;0.0;248.16;451.21;554.99
CIDL0310;212.0;6.26;13.81;16.99
CIDL0311;1.0;1.0;105.68;129.99
CIDL0313;30.0;1.1;444.76;547.05
CIDL0315;40.0;1.11;2.44;3.0
CIDL0316;5.0;197.81;359.65;442.37
CIDL0317;34.0;15.65;28.45;34.99
CIDL0318;0.0;9000.0;9000.0;11070.0
CIDL0319;0.0;84.47;153.58;188.9
CIDL0320;6.0;164.8;299.64;368.56
CIDL0321;0.0;154.22;252.0;309.96
CIDL0323;1.0;88.94;162.59;199.99
CIDL0325;0.0;8500.0;8500.0;10455.0
CIDL0329;2.0;599.86;1091.05;1341.99
CIDL0334;4.0;70.8;130.07;159.99
CIDL0336;22.0;30.12;51.21;62.99
CIDL0338;1.0;243.54;442.8;544.64
CONC0001;10.0;50.0;91.05;111.99
CONC0002;5.0;40.0;81.22;99.9
CONC0003;2.0;297.0;540.64;664.99
CONC0004;0.0;64.0;126.01;154.99
CONC0005;1.0;68.04;124.38;152.99
CONC0006;2.0;45.36;82.92;101.99
CONC0008;1.0;171.72;288.61;354.99
CONC0011;0.0;28.08;51.21;62.99
CONC0012;2.0;193.32;325.2;399.99
CONC0014;4.0;9.0;47.96;58.99
CONC0015;0.0;45.0;82.11;100.99
CONC0017;1.0;71.28;130.07;159.99
CONC0020;1.0;54.43;99.18;121.99
CONC0025;0.0;99.36;181.29;222.99
CONC0027;15.0;24.5;44.71;54.99
CONC0053;1.0;135.0;243.89;299.99
CONC0066;2.0;54.0;97.55;119.99
CONC0070;0.0;110.0;203.24;249.99
CONC0081;1.0;175.0;343.89;422.99
DAF000006;0.0;96.0;198.18;243.76
DAF000010;3.0;45.6;82.91;101.98
DAF000017;0.0;50.0;81.22;99.9
DAF000028;3.0;14.55;22.21;23.99
DAF000029;13.0;71.18;191.86;235.99
DAF000041;0.0;31.0;56.9;69.99
DAF000055;1.0;199.0;353.65;434.99
DAF000060;6.0;21.0;38.2;46.99
DAF000062;2.0;61.09;125.2;153.99
DAF000063;70.0;10.56;19.2;23.62
DAF000064;0.0;70.84;138.2;169.99
DAF000069;0.0;38.6;85.78;105.51
DAF000079;1.0;127.58;213.0;261.99
DAF000080;9.0;118.52;207.31;254.99
DAF000081;2.0;35.0;291.65;358.73
DAF000082;21.0;26.0;52.0;63.96
DAF000085;8.0;3.02;5.68;6.99
DAF000087;0.0;1.36;2.59;3.19
DAF000089;0.0;2.63;5.68;6.99
DAF000091;6.0;22.5;48.77;59.99
DAF000093;28.0;101.8;250.4;307.99
DAF000095;0.0;8.56;15.44;18.99
DAF000100;4.0;130.34;217.23;267.19
DAF000103;0.0;7.51;13.0;15.99
DAF000104;21.0;0.71;1.62;1.99
DAF000105;0.0;1.29;2.67;3.29
DAF000108;0.0;3.34;6.33;7.79
DAF000109;0.0;0.5;1.11;1.37
DAF000110;13.0;1.5;2.84;3.49
DAF000111;0.0;3.6;7.31;8.99
DAF000112;0.0;1.98;4.06;4.99
DAF000113;7.0;5.0;13.0;15.99
DAF000114;0.0;6.94;12.19;14.99
DAF000118;0.0;11.81;26.18;32.2
DAF000120;0.0;9.2;16.25;19.99
DAF000132;2.0;9.83;16.25;19.99
DAF000134;53.0;3.6;6.5;7.99
DAF000135;12.0;6.09;12.91;15.88
DAF000138;0.0;12.6;25.2;30.99
DAF000139;0.0;13.99;25.44;31.29
DAF000140;0.0;8.2;14.91;18.34
DAF000143;0.0;50.4;91.64;112.72
DAF000144;0.0;8.3;13.81;16.99
DAF000147;9.0;8.19;20.32;24.99
DAF000148;8.0;44.0;77.0;94.71
DAF000150;0.0;2.1;4.06;4.99
DAF000151;0.0;40.8;69.1;84.99
DAF000152;0.0;7.5;13.81;16.99
DAF000153;0.0;3.58;6.5;7.99
DAF000154;0.0;6.77;12.19;14.99
DAF000155;0.0;6.4;12.19;14.99
DAF000156;0.0;4.36;7.31;8.99
DAF000157;8.0;8.5;20.36;21.99
DAF000158;3.0;2.05;4.06;4.99
DAF000159;0.0;9.04;16.44;20.22
DAF000160;0.0;8.2;13.81;16.99
DAF000161;0.0;6.5;10.4;12.79
DAF000162;0.0;5.84;10.75;11.61
DAF000163;0.0;5.94;11.37;13.99
DAF000164;0.0;8.64;16.25;19.99
DAF000165;0.0;7.85;13.81;16.99
DAF000166;0.0;7.99;13.81;16.99
DAF000167;0.0;72.32;131.49;161.73
DAF000170;0.0;54.73;46.52;57.22
DAF000171;0.0;7.33;6.23;7.67
DAF000173;0.0;8.05;12.64;15.55
DAF000175;9.0;7.33;14.63;17.99
DAF000176;0.0;58.5;106.36;130.82
DAF000177;0.0;6.02;10.97;13.49
DAF000178;29.0;26.0;62.91;77.38
DAF000179;0.0;21.0;56.73;69.78
DAF000180;21.0;9.11;15.44;18.99
DAF000181;0.0;2.54;2.16;2.65
DAF000182;0.0;1.99;1.69;2.08
DAF000183;0.0;1.44;2.62;3.22
DAF000184;0.0;3.84;7.31;8.99
DAF000185;0.0;5.49;9.98;12.28
DAF000186;1.0;1.67;2.84;3.49
DAF000187;6.0;8.5;15.03;18.49
DAF000188;0.0;64.7;113.81;139.99
DAF000189;0.0;13.61;24.38;29.99
DAF000190;0.0;49.5;90.0;110.7
DAF000191;14.0;6.85;12.45;15.31
DAF000192;0.0;62.0;177.14;217.88
DAF000193;0.0;10.08;18.69;22.99
DAF000194;0.0;79.0;158.0;194.34
DAF000195;0.0;60.66;110.29;135.66
DAF000196;0.0;46.35;94.3;115.99
DAF000197;0.0;4.7;9.4;11.56
DAF000198;0.0;11.49;21.13;25.99
DAF000199;0.0;48.4;105.45;129.7
DAF000200;0.0;5.14;9.35;11.5
DAF000201;0.0;5.14;9.35;11.5
DAF000202;0.0;26.0;48.77;59.99
DAF000203;2.0;38.0;69.1;84.99
DAF000204;7.0;39.6;73.16;89.99
DAF000205;0.0;3.23;5.87;7.22
DAF000206;4.0;59.0;107.27;131.94
DAF000209;3.0;2.39;4.56;5.61
DAF000211;15.0;4.75;9.93;12.21
DAF000212;10.0;23.9;45.64;56.14
DAF000213;4.0;7.19;17.87;21.98
DAF000214;15.0;4.99;9.53;11.72
DAF000215;10.0;6.5;10.56;12.99
DAF000216;0.0;3.15;6.3;7.75
DAF000217;9.0;2.73;4.96;6.1
DAF000218;32.0;8.95;17.9;22.02
DAF000219;0.0;113.0;182.92;224.99
DAF000220;7.0;54.0;89.42;109.99
DAF000221;2.0;43.0;97.55;119.99
DAF000222;11.0;4.79;10.56;12.99
DAF000223;4.0;65.3;118.73;146.04
DAF000224;2.0;39.0;78.0;95.94
DAF000225;0.0;1.58;0.0;0.0
DAF000226;1.0;9.7;17.64;21.7
DAF000227;0.0;64.6;129.2;158.92
DET000002;0.0;6.54;13.0;15.99
DET000003;0.0;2.69;5.68;6.99
DET000012;0.0;8.05;16.25;19.99
DET000013;0.0;8.05;16.25;19.99
DET000014;0.0;8.05;16.25;19.99
DET000020;3.0;29.02;56.9;69.99
DET000021;2.0;43.82;73.16;89.99
DET000022;3.0;13.66;28.45;34.99
DET000023;0.0;7.68;13.81;16.99
DET000024;1.0;2.93;10.56;12.99
DET000025;4.0;3.37;10.56;12.99
DET000026;0.0;6.1;16.25;19.99
DET000027;0.0;15.59;27.63;33.99
DET000028;0.0;38.0;63.41;77.99
DET000029;0.0;26.19;43.89;53.99
DET000030;0.0;20.66;34.95;42.99
DET000031;0.0;58.47;97.55;119.99
DET000032;0.0;13.01;24.38;29.99
DET000033;0.0;12.46;20.32;24.99
DET000034;0.0;33.54;56.9;69.99
DET000035;1.0;8.48;16.25;19.99
DET000036;1.0;36.52;60.97;74.99
DET000037;0.0;82.32;126.82;155.99
DET000038;5.0;13.0;40.64;49.99
DET000039;7.0;7.6;13.81;16.99
DET000040;2.0;18.5;30.89;37.99
DET000041;0.0;8.78;16.25;19.99
DET000042;1.0;52.32;95.13;117.01
DET000043;0.0;50.2;91.86;112.99
DET000044;1.0;63.41;113.81;139.99
DET000045;0.0;237.28;406.5;499.99
DET000046;2.0;38.98;71.54;87.99
DET000047;0.0;42.22;77.23;94.99
DET000048;0.0;36.94;67.47;82.99
DET000049;0.0;63.41;113.81;139.99
DET000050;0.0;12.94;21.94;26.99
DET000051;0.0;15.54;26.01;31.99
DET000052;0.0;12.94;21.94;26.99
DET000053;0.0;11.52;16.25;19.99
DET000054;0.0;10.99;20.32;24.99
DET000056;0.0;9.75;21.94;26.99
DET000057;0.0;6.44;12.19;14.99
DET000058;0.0;8.39;15.44;18.99
DET000059;0.0;10.99;20.32;24.99
DET000060;0.0;9.69;16.25;19.99
DET000061;3.0;6.44;10.56;12.99
DET000062;0.0;130.61;219.5;269.99
DET000063;1.0;32.44;48.77;59.99
DET000064;0.0;12.5;24.38;29.99
DET000065;0.0;18.84;36.58;44.99
DET000068;2.0;63.41;113.81;139.99
DET000069;1.0;92.2;178.85;219.99
DET000070;0.0;31.65;56.9;69.99
DET000071;0.0;66.06;117.88;144.99
DET000072;0.0;29.07;52.84;64.99
DET000073;0.0;12.94;21.94;26.99
DET000074;0.0;19.45;29.26;35.99
DET000075;0.0;12.94;21.94;26.99
DET000076;0.0;52.32;93.49;114.99
DET000077;0.0;27.89;47.15;57.99
DET000078;0.0;21.79;39.83;48.99
DET000079;0.0;22.26;43.08;52.99
DET000080;1.0;28.4;48.77;59.99
DET000081;1.0;34.48;58.53;71.99
DET000082;0.0;41.39;69.1;84.99
DET000083;0.0;41.39;69.1;84.99
DET000084;0.0;26.16;43.89;53.99
DET000085;2.0;53.66;100.8;123.99
DET000086;0.0;55.49;101.62;124.99
DET000087;0.0;55.49;101.62;124.99
DET000088;0.0;57.6;104.87;128.99
DET000089;0.0;44.67;81.22;99.9
DET000090;0.0;54.59;64.22;78.99
DET000091;0.0;36.99;73.16;89.99
DET000092;0.0;17.02;28.45;34.99
DET000093;1.0;12.13;19.5;23.99
DET000094;1.0;54.82;91.86;112.99
DET000095;4.0;18.15;36.58;44.99
DET000096;0.0;20.31;37.39;45.99
DET000097;0.0;45.67;81.29;99.99
DET000098;6.0;7.97;14.63;17.99
DET000099;0.0;7.87;14.63;17.99
DET000100;0.0;9.09;16.25;19.99
DET000101;1.0;60.91;101.62;124.99
DET000102;4.0;6.65;11.37;13.99
DET000103;0.0;25.61;43.08;52.99
DET000104;1.0;25.61;43.08;52.99
DET000105;9.0;7.87;14.63;17.99
DET000106;1.0;11.38;22.76;27.99
DET000107;0.0;12.13;21.94;26.99
DET000108;2.0;28.4;52.84;64.99
DET000109;2.0;7.57;14.63;17.99
DET000110;2.0;25.55;46.33;56.99
DET000111;3.0;16.04;32.51;39.99
DET000112;1.0;18.23;32.51;39.99
DET000113;1.0;18.23;32.51;39.99
DET000114;0.0;42.62;78.04;95.99
DET000115;1.0;79.04;130.07;159.99
DET000117;1.0;79.62;134.14;164.99
DET000118;2.0;26.29;44.71;54.99
DOLP0002;35.0;22.42;40.64;49.99
DOLP0003;37.0;22.42;40.64;49.99
DOLP0005;25.0;22.42;40.64;49.99
DOLP0006;32.0;22.42;40.64;49.99
DOLP0010;0.0;146.8;266.91;328.3
DOLP0018;1.0;146.8;266.91;328.3
DOLP0022;0.0;22.42;40.64;49.99
DOLP0030;25.0;28.76;52.84;64.99
DOLP0032;0.0;92.42;149.59;183.99
DOLP0033;2.0;6.27;12.19;14.99
DOLP0067;0.0;146.8;266.91;328.3
DOLP0068;4.0;10.03;18.69;22.99
DOLP0072;38.0;22.42;40.64;49.99
DOLP0074;6.0;8.79;22.76;27.99
DOLP0078;2.0;146.8;266.91;328.3
DOLP0081;1.0;90.0;240.0;295.2
DOLP0082;15.0;12.0;10.36;12.74
DOLP0083;13.0;10.6;25.92;27.99
DOLP0084;4.0;146.8;266.91;328.3
DOLP0085;41.0;22.42;40.64;49.99
DOLP0086;1.0;146.8;266.91;328.3
DOLP0087;1.0;131.64;263.41;323.99
DOLP0088;3.0;47.03;86.17;105.99
DOLP0090;18.0;5.87;11.37;13.99
DOLP0091;1.0;146.8;266.91;328.3
DOLP0092;17.0;6.27;12.19;14.99
DRA000005;1.0;11.2;44.71;54.99
DRA000007;12.0;16.5;30.07;36.99
DRA000012;14.0;124.2;335.68;412.89
DRA000014;10.0;29.5;65.85;80.99
DRA000015;5.0;30.0;120.0;147.6
DRA000017;3.0;26.0;52.84;64.99
DRA000018;6.0;136.4;300.08;369.1
DRA000022;3.0;119.6;265.78;287.04
DRA000023;1.0;82.5;165.0;202.95
DRA000024;1.0;139.2;253.09;311.3
DRA000026;1.0;26.0;57.78;62.4
DRA000027;1.0;164.0;298.18;366.76
DRA000028;7.0;42.0;93.49;114.99
DRA000029;18.0;9.0;20.32;24.99
DRA000032;4.0;33.4;60.97;74.99
DRA000034;0.0;1242.0;2760.0;3394.8
DRA000035;38.0;29.8;32.51;39.99
DRA000042;3.0;34.5;72.35;88.99
DRA000043;0.0;31.16;56.9;69.99
DRA000048;9.0;33.5;85.36;104.99
DRA000051;1.0;10.36;17.88;21.99
DRA000054;19.0;9.8;22.21;23.99
DRA000055;6.0;44.5;98.89;106.8
DRA000059;11.0;44.5;99.18;121.99
DRA000060;36.0;9.46;21.13;25.99
DRA000061;17.0;62.5;138.2;169.99
DRA000062;37.0;13.5;30.07;36.99
DRA000066;14.0;16.5;36.67;45.1
DRA000067;12.0;16.5;36.67;45.1
DRA000068;22.0;16.5;36.67;45.1
DRA000069;12.0;16.5;36.67;45.1
DRA000070;9.0;16.5;36.67;45.1
DRA000071;9.0;16.5;36.67;45.1
DRA000072;6.0;16.5;36.67;45.1
DRA000073;1.0;16.5;36.67;45.1
DRA000074;3.0;16.5;36.67;45.1
DRA000075;0.0;16.36;36.67;45.1
DRA000076;21.0;5.2;15.44;18.99
DRA000077;13.0;5.3;13.0;15.99
DRA000078;12.0;8.72;21.13;25.99
DRA000080;13.0;5.04;13.0;15.99
DRA000081;6.0;42.0;73.16;89.99
DRA000082;9.0;26.5;66.66;81.99
DRA000083;16.0;14.1;36.58;44.99
DRA000085;6.0;12.4;30.89;37.99
DRA000086;9.0;16.5;40.64;49.99
DRA000087;15.0;9.5;24.38;29.99
DRA000088;18.0;9.5;24.38;29.99
DRA000089;25.0;7.8;20.32;24.99
DRA000090;2.0;43.6;97.55;119.99
DRA000091;7.0;41.5;101.62;124.99
DRA000092;0.0;130.8;290.67;357.52
DRA000093;0.0;111.0;246.67;303.4
DRA000094;10.0;7.5;19.5;23.99
DRA000098;0.0;55.0;137.5;169.13
DRA000099;6.0;82.5;206.25;253.69
DRA000102;6.0;149.0;331.11;407.27
DRA000104;6.0;106.0;315.14;387.62
DRA000105;16.0;7.1;16.25;19.99
DRA000106;11.0;29.0;73.16;89.99
DRA000109;19.0;6.0;13.88;14.99
DRA000110;2.0;155.8;272.35;334.99
DRA000112;7.0;27.5;60.97;74.99
DRA000114;11.0;5.5;13.81;16.99
DRA000115;11.0;5.6;13.0;15.99
DRA000117;0.0;175.5;390.0;479.7
DRA000121;2.0;195.0;277.77;299.99
DRA000123;0.0;90.0;198.0;243.54
DRA000126;5.0;11.0;24.38;29.99
DRA000129;2.0;110.0;199.99;245.99
DRA000131;10.0;19.0;42.27;51.99
DRA000133;8.0;34.0;75.6;92.99
DRA000138;13.0;40.0;89.42;109.99
DRA000139;50.0;9.0;21.13;25.99
DRA000141;26.0;44.0;89.42;109.99
DRA000144;6.0;35.0;78.04;95.99
DRA000147;2.0;85.0;188.89;232.33
DRA000148;26.0;15.0;40.64;49.99
DRA000151;3.0;20.61;45.52;55.99
DRA000152;4.0;6.5;14.44;17.76
DRA000153;1.0;6.5;14.44;17.76
DRA000154;9.0;6.5;14.44;17.76
DRA000155;6.0;560.0;978.85;1203.99
DRA000156;5.0;26.0;65.03;79.99
DRA000159;1.0;185.0;336.58;413.99
DRA000160;2.0;225.0;410.56;504.99
DRA000161;36.0;4.8;10.56;12.99
DRA000162;0.0;136.4;303.11;372.83
DRA000163;7.0;8.6;28.45;34.99
DRA000164;6.0;11.81;26.82;32.99
DRA000165;8.0;110.0;244.44;300.66
DRA000167;0.0;82.5;183.33;225.5
DRA000168;0.0;82.5;183.33;225.5
DRA000169;12.0;13.5;24.38;29.99
DRA000171;3.0;13.0;21.94;26.99
DRA000172;1.0;143.0;260.0;319.8
DRA000173;15.0;7.5;22.76;27.99
DRA000174;0.0;124.2;310.5;381.92
DRA000175;0.0;30.0;75.0;92.25
DRA000176;0.0;33.5;74.44;91.56
DRA000177;0.0;132.0;293.33;360.8
DRA000178;0.0;32.0;71.11;87.47
DRA000179;0.0;82.5;183.33;225.5
DRA000180;8.0;8.0;17.88;21.99
DRA000181;1.0;37.5;83.33;102.5
DRA000182;5.0;28.0;60.97;74.99
DRA000183;2.0;160.0;355.56;437.34
DRA000184;1.0;76.0;168.89;207.73
DRA000185;10.0;6.5;16.25;19.99
DRA000186;0.0;24.75;61.88;76.11
DRA000187;4.0;66.7;121.94;149.99
DRA000188;2.0;262.8;525.6;646.49
DRA000189;0.0;0.0;0.0;0.0
DRE000004;0.0;88.67;260.15;319.99
DRE000005;0.0;17.15;0.0;0.0
DRE000006;0.0;67.25;219.5;269.99
DRE000007;0.0;81.41;233.53;287.24
DRE000008;0.0;23.98;79.93;98.31
DRE000009;0.0;25.72;73.16;89.99
DRE000010;0.0;96.74;217.48;267.5
DRE000011;0.0;86.03;245.08;301.45
DRE000012;0.0;38.67;168.9;207.75
DRE000013;0.0;92.03;260.08;319.9
DRE000014;0.0;43.64;103.64;127.48
DRE000015;0.0;53.86;188.17;231.45
DRE000016;0.0;42.6;61.67;75.85
DRE000017;0.0;66.98;175.53;215.9
DRE000018;0.0;1.25;6.5;7.99
DRE000019;0.0;1.25;6.5;7.99
DRE000020;0.0;1.25;6.5;7.99
DRE000021;0.0;651.29;1897.05;2333.37
DRE000022;0.0;516.15;2450.8;3014.48
DRE000023;0.0;36.0;65.03;79.99
EAS000001;6.0;33.25;73.98;90.99
EAS000002;16.0;123.0;243.89;299.99
EAS000003;3.0;28.25;56.9;69.99
EAS000004;13.0;84.75;188.33;231.65
EAS000005;15.0;17.95;40.64;49.99
EAS000006;2.0;113.0;207.31;254.99
EAS000007;15.0;89.75;174.79;214.99
EAS000008;4.0;41.25;82.5;101.48
EAS000009;3.0;155.0;304.5;374.54
EAS000010;4.0;127.0;254.0;312.42
EAS000011;12.0;94.0;188.0;231.24
EAS000012;1.0;117.0;234.0;287.82
EAS000013;5.0;42.5;85.36;104.99
EAS000014;0.0;1380.0;2760.0;3394.8
EAS000015;40.0;9.5;19.5;23.99
EAS000016;10.0;150.0;300.0;369.0
EAS000017;1.0;35.96;71.92;88.46
EAS000018;4.0;141.0;282.0;346.86
EAS000019;18.0;8.51;17.02;20.93
EAS000020;1.0;44.75;89.5;110.09
EAS000021;7.0;132.0;264.0;324.72
EAS000022;5.0;40.25;80.5;99.02
EAS000023;4.0;35.5;71.0;87.33
EAS000024;1.0;12.5;24.38;29.99
EAS000025;1.0;16.12;31.7;38.99
EAS000026;1.0;12.56;24.38;29.99
EAS000027;11.0;9.71;19.5;23.99
EAS000028;9.0;6.51;13.02;16.01
EAS000029;8.0;11.95;23.9;29.4
EAS000030;7.0;9.71;19.42;23.89
EAS000031;15.0;18.95;37.9;46.62
EAS000032;5.0;8.98;17.96;22.09
EAS000033;3.0;6.98;13.96;17.17
EAS000034;0.0;1010.0;2020.0;2484.6
EAS000035;0.0;8.51;17.02;20.93
EAS000036;0.0;244.04;406.5;499.99
ECO000003;0.0;3.09;6.5;7.99
ECO000005;18.0;3.55;6.5;7.99
ECO000007;331.0;3.69;8.93;10.99
ECO000009;11.0;90.0;162.59;199.99
ECO000011;0.0;5.0;8.93;10.99
ECO000012;108.0;5.99;11.37;13.99
ECO000014;25.0;5.49;9.75;11.99
ECO000015;3.0;22.1;29.26;35.99
ECO000016;20.0;13.09;24.38;29.99
ECO000017;0.0;3.14;6.5;7.99
ECO000018;4.0;45.0;77.23;94.99
ECO000019;8.0;4.5;8.12;9.99
ECO000020;1.0;36.0;62.59;76.99
ECO000021;2.0;70.0;134.14;164.99
ECO000022;2.0;41.09;74.79;91.99
ECO000023;4.0;60.95;110.56;135.99
ECO000024;8.0;108.07;196.74;241.99
ECO000026;4.0;61.15;111.37;136.99
ECO000027;4.0;94.87;188.61;231.99
ECO000028;43.0;5.26;10.56;12.99
ECO000029;71.0;9.89;20.32;24.99
ECO000030;34.0;9.79;17.88;21.99
ECO000031;5.0;3.5;7.5;9.23
ECO000032;23.0;10.44;21.13;25.99
ECO000033;18.0;8.79;16.25;19.99
ECO000034;6.0;37.72;69.1;84.99
ECO000035;8.0;9.35;17.07;20.99
ECO000036;1.0;63.86;116.25;142.99
ECO000038;0.0;48.29;87.8;107.99
ECO000039;3.0;35.74;65.03;79.99
ECO000040;0.0;139.09;243.89;299.99
ECO000041;3.0;64.23;126.82;155.99
ECO000042;5.0;9.83;17.88;21.99
ECO000043;0.0;26.0;37.14;45.68
ECO000044;0.0;52.0;65.03;79.99
ECO000046;10.0;10.65;19.5;23.99
ECO000047;3.0;41.32;82.11;100.99
ECO000050;2.0;45.89;83.73;102.99
ECO000051;2.0;79.42;143.89;176.99
ECO000052;4.0;47.53;86.17;105.99
ECO000053;2.0;72.3;143.08;175.99
ECO000054;17.0;6.46;11.78;14.49
ECO000055;3.0;38.81;70.72;86.99
ECO000056;0.0;8.75;16.25;19.99
ECO000057;1.0;45.2;82.11;100.99
ECO000058;12.0;6.59;12.19;14.99
ECO000059;29.0;7.79;14.63;17.99
ECO000060;16.0;9.83;17.88;21.99
ECO000061;20.0;18.53;34.14;41.99
ECO000064;115.0;7.07;13.0;15.99
ECO000065;6.0;25.37;46.33;56.99
ECO000066;2.0;52.58;95.11;116.99
ECO000067;0.0;7.93;13.81;16.99
ECO000068;0.0;30.0;55.28;67.99
ECO000070;0.0;9.71;19.5;23.99
ECO000071;6.0;19.82;39.02;47.99
ECO000072;0.0;16.1;28.45;34.99
