sku;stock;price_purchase_net;price_sale_net;price_sale_gross
ECO000073;0.0;69.76;126.82;155.99
ECO000075;27.0;8.99;16.25;19.99
ECO000076;1.0;15.56;27.77;29.99
ECO000077;4.0;8.79;16.25;19.99
ECO000078;2.0;38.98;70.72;86.99
ECO000079;0.0;23.78;43.08;52.99
ECO000080;35.0;11.85;23.57;28.99
ECO000081;3.0;56.02;101.62;124.99
ECO000082;4.0;38.6;69.91;85.99
ECO000083;10.0;8.78;17.88;21.99
ECO000084;2.0;42.39;77.23;94.99
ECO000085;9.0;9.35;17.07;20.99
ECO000086;4.0;36.74;73.16;89.99
ECO000087;13.0;9.83;17.88;21.99
ECO000088;3.0;42.39;77.23;94.99
ECO000089;0.0;10.65;19.5;23.99
ECO000090;3.0;45.07;82.11;100.99
ECO000091;9.0;9.31;17.07;20.99
ECO000092;4.0;40.46;73.16;89.99
ECO000093;5.0;37.56;74.79;91.99
ECO000094;4.0;39.88;73.16;89.99
ECO000095;1.0;68.89;138.2;169.99
ECO000096;4.0;11.08;20.36;21.99
ECO000097;5.0;55.04;99.99;122.99
ECO000098;5.0;44.15;80.48;98.99
ECO000099;1.0;59.5;108.12;132.99
ECO000100;0.0;1.8;4.0;4.92
ECO000101;7.0;42.72;85.36;104.99
ECO000102;19.0;3.69;6.5;7.99
ECO000103;0.0;6.34;12.19;14.99
ECO000104;0.0;8.29;15.44;18.99
ECO000106;2.0;1.0;13.41;16.49
ECO000107;2.0;75.06;136.58;167.99
ECO000108;6.0;10.85;20.32;24.99
ECO000109;7.0;10.68;19.5;23.99
ECO000110;4.0;27.7;55.28;67.99
ECO000111;0.0;114.0;199.99;245.99
ECO000112;0.0;71.66;130.07;140.48
ECO000113;0.0;11.71;21.29;26.19
ECO000114;0.0;41.39;82.11;100.99
ECO000115;136.0;15.45;18.69;22.99
ECO000116;0.0;67.48;75.6;92.99
ECO000117;9.0;28.41;52.02;63.99
ECO000118;12.0;8.52;17.07;20.99
ECO000119;12.0;40.0;73.16;89.99
ECO000120;18.0;9.83;17.88;21.99
ECO000121;0.0;134.15;239.55;294.65
ECO000123;0.0;75.34;138.2;169.99
ECO000124;2.0;96.41;174.79;214.99
ECO000125;2.0;160.88;292.67;359.99
ECO000127;1.0;127.71;232.51;285.99
ECO000128;2.0;18.69;37.39;45.99
ECO000129;4.0;38.54;76.41;93.99
ECO000130;30.0;7.99;13.81;16.99
ECO000131;10.0;16.99;30.89;37.99
ECO000132;10.0;12.99;21.13;25.99
ECO000133;7.0;26.55;48.77;59.99
ECO000134;3.0;22.17;40.64;49.99
ECO000135;0.0;9.35;17.07;20.99
ECO000136;0.0;4.0;7.31;8.99
ECO000137;0.0;34.0;56.9;69.99
ECO000138;0.0;68.0;113.81;139.99
ECO000139;2.0;83.71;152.02;186.99
ECO000140;0.0;8.78;16.25;19.99
ECO000141;1.0;63.28;115.44;141.99
ECO000142;19.0;4.87;8.93;10.99
ECO000143;0.0;130.0;235.76;289.99
ECO000144;24.0;8.32;15.44;18.99
ECO000145;13.0;7.76;13.81;16.99
ECO000146;21.0;9.43;18.69;22.99
ECO000147;17.0;10.03;17.88;21.99
ECO000148;24.0;10.46;18.69;22.99
ECO000149;22.0;11.78;21.94;26.99
ECO000150;18.0;3.69;6.5;7.99
ECO000151;0.0;3.54;8.12;9.99
ECO000152;5.0;66.5;131.7;161.99
ECO000153;24.0;16.47;30.07;36.99
ECO000154;5.0;138.17;252.02;309.99
ECO000155;0.0;5.0;9.09;11.18
ECO000156;35.0;3.49;6.5;7.99
ECO000157;1.0;44.16;80.48;98.99
ECO000158;0.0;58.91;107.31;131.99
ECO000159;0.0;56.07;101.62;124.99
ECO000160;3.0;74.64;135.76;166.99
ECO000161;4.0;142.19;258.53;317.99
ECO000162;4.0;113.4;205.55;221.99
ECO000163;0.0;7.0;13.0;15.99
ECO000164;0.0;42.0;81.29;99.99
ECO000165;0.0;38.0;69.1;84.99
ECO000166;7.0;12.75;24.38;29.99
ECO000167;2.0;65.24;118.69;145.99
ECO000168;4.0;41.24;77.23;94.99
ECO000169;1.0;7.98;14.63;17.99
ECO000170;8.0;10.01;17.88;21.99
ECO000171;6.0;11.96;21.94;26.99
ECO000172;4.0;8.78;15.96;19.63
ECO000173;1.0;16.87;33.33;40.99
ECO000174;8.0;12.52;24.38;29.99
ECO000175;0.0;197.26;358.53;440.99
ECO000176;4.0;68.03;134.95;165.99
ECO000177;11.0;4.39;8.12;9.99
ECO000178;29.0;15.74;30.89;37.99
ECO000179;2.0;30.22;55.28;67.99
ECO000180;0.0;1.0;1.0;1.23
ECO000181;1.0;70.07;127.63;156.99
ECO000182;12.0;7.18;13.0;15.99
ECO000183;4.0;17.58;31.7;38.99
ECO000184;19.0;6.9;13.81;16.99
ECO000185;3.0;10.97;19.95;24.54
ECO000186;2.0;10.97;20.32;24.99
ECO000187;0.0;11.96;21.94;26.99
ECO000188;2.0;10.97;20.32;24.99
ECO000189;3.0;10.97;20.32;24.99
ECO000190;15.0;1.0;63.41;77.99
ECO000191;1.0;92.2;162.59;199.99
ECO000192;2.0;53.17;89.42;109.99
ECO000193;6.0;14.15;24.38;29.99
ECO000194;10.0;16.99;32.51;39.99
ECO000195;4.0;1.0;2.43;2.99
ECO000196;1.0;41.81;73.16;89.99
ELFX0001;59.0;8.05;14.63;17.99
ELFX0002;2.0;60.05;108.93;133.99
ELFX0003;84.0;7.66;13.81;16.99
ELFX0004;2.0;216.51;376.41;462.99
ELFX0005;9.0;100.5;182.92;224.99
ELFX0006;1.0;288.82;524.38;644.99
ELFX0007;3.0;59.11;103.24;126.99
ELFX0008;2.0;102.01;185.36;227.99
ELFX0009;0.0;40.8;73.98;90.99
ELFX0010;3.0;70.89;126.01;154.99
ELFX0011;2.0;131.64;239.83;294.99
ELFX0012;3.0;145.78;264.22;324.99
ELFX0013;4.0;20.89;34.14;41.99
ELFX0016;0.0;119.5;217.07;266.99
ELFX0017;2.0;14.05;30.89;37.99
ELFX0018;0.0;193.85;352.84;433.99
ELFX0022;19.0;8.96;15.44;18.99
ELFX0024;7.0;80.69;160.15;196.99
ELFX0025;1.0;65.93;113.81;139.99
ELFX0026;1.0;52.55;91.86;112.99
ELFX0029;0.0;110.26;169.91;208.99
ELFX0031;1.0;92.45;172.35;211.99
ELFX0032;2.0;38.78;99.18;121.99
ELFX0033;11.0;16.93;36.58;44.99
ELFX0034;3.0;38.78;95.93;117.99
ELFX0037;0.0;11.93;20.32;24.99
ELFX0038;21.0;16.58;30.07;36.99
ELFX0039;1.0;53.65;91.86;112.99
ELFX0041;14.0;42.3;75.6;92.99
ELFX0043;0.0;12.0;21.94;26.99
ELFX0049;1.0;14.32;24.38;29.99
ELFX0053;6.0;46.5;85.36;104.99
ELFX0063;0.0;17.11;26.01;31.99
ELFX0065;46.0;4.33;7.72;9.49
ELFX0066;7.0;12.93;28.45;34.99
ELFX0067;14.0;13.29;24.38;29.99
ELFX0069;0.0;10.2;18.69;22.99
ELFX0074;0.0;14.11;24.38;29.99
ELFX0077;0.0;131.9;175.87;216.32
ELFX0079;0.0;18.77;30.07;36.99
ELFX0081;10.0;34.24;61.78;75.99
ELFX0082;0.0;47.25;86.17;105.99
ELFX0085;4.0;19.25;35.76;43.99
ELFX0086;0.0;20.41;37.39;45.99
ELFX0087;0.0;29.84;54.46;66.99
ELFX0088;0.0;6.69;12.19;14.99
ELFX0089;3.0;22.5;42.27;51.99
ELFX0090;1.0;138.73;252.02;309.99
ELFX0092;5.0;18.21;33.11;40.73
ELFX0093;2.0;97.31;172.35;211.99
ELFX0094;7.0;63.03;105.68;129.99
ELFX0095;0.0;19.34;35.76;43.99
ELFX0098;9.0;12.44;21.94;26.99
ELFX0101;0.0;7.46;13.81;16.99
ELFX0103;92.0;8.43;15.44;18.99
ELFX0104;0.0;15.55;28.45;34.99
ELFX0105;3.0;37.87;69.1;84.99
ELFX0106;0.0;114.16;219.5;269.99
ELFX0107;8.0;26.2;47.15;57.99
ELFX0108;0.0;13.58;25.2;30.99
ELFX0109;0.0;7.95;15.44;18.99
ELFX0110;1.0;108.26;190.24;233.99
ELFX0111;4.0;144.0;252.02;309.99
ELFX0112;22.0;5.18;14.63;17.99
ELFX0113;0.0;80.46;146.33;179.99
ELFX0114;0.0;46.3;84.54;103.99
ELFX0115;8.0;20.87;38.2;46.99
ELFX0116;0.0;103.95;186.98;229.99
ELFX0117;3.0;9.66;17.07;20.99
ELFX0118;3.0;9.58;17.88;21.99
ELFX0119;8.0;8.68;15.44;18.99
ELFX0120;13.0;11.45;20.32;24.99
ELFX0121;2.0;97.67;176.41;216.99
ELFX0122;3.0;1.0;48.77;59.99
ELFX0123;0.0;1.0;48.77;59.99
ELFX0124;3.0;1.0;48.77;59.99
ELFX0125;2.0;1.0;48.77;59.99
ELFX0126;3.0;1.0;48.77;59.99
ELFX0127;0.0;165.57;300.8;369.99
ELFX0128;1.0;1.0;48.77;59.99
ELFX0129;0.0;49.86;90.24;110.99
ELFX0130;1.0;59.02;99.18;121.99
ELFX0131;4.0;12.02;21.94;26.99
ELFX0132;0.0;11.55;21.13;25.99
ELFX0133;2.0;51.65;86.17;105.99
ELFX0134;5.0;11.38;21.13;25.99
ELFX0135;6.0;21.78;40.64;49.99
FOE000001;2.0;22.13;30.89;37.99
FOE000002;0.0;31.23;45.93;56.49
FOE000004;0.0;31.23;45.93;56.49
FOE000005;0.0;21.01;30.89;37.99
FOE000006;0.0;31.23;45.93;56.49
FOE000007;0.0;21.01;30.89;37.99
FOE000008;0.0;31.23;45.93;56.49
FOE000009;0.0;21.01;30.89;37.99
FOE000010;0.0;31.23;45.93;56.49
FOE000011;0.0;21.01;30.89;37.99
FOE000012;0.0;31.23;45.93;56.49
FOE000013;0.0;21.01;30.89;37.99
FOE000014;0.0;31.23;45.93;56.49
FOE000015;0.0;21.01;30.89;37.99
FOE000016;0.0;31.23;45.93;56.49
FOE000017;0.0;21.01;30.89;37.99
FOE000018;0.0;31.23;45.93;56.49
FOE000019;0.0;21.01;30.89;37.99
FOE000020;0.0;31.23;45.93;56.49
FRAB0004;2.0;528.0;896.74;1102.99
FRAB0006;2.0;160.0;298.18;366.76
FRAB0007;2.0;167.0;304.06;373.99
FRAB0008;0.0;250.0;455.28;559.99
FRAB0009;3.0;197.0;341.46;419.99
FRAB0010;1.0;235.0;427.63;525.99
FRAB0011;0.0;23.0;40.64;49.99
FRAB0014;3.0;29.8;95.11;116.99
FRAB0015;0.0;18.0;30.89;37.99
FRAB0020;0.0;85.0;150.4;184.99
FRAB0023;2.0;105.6;203.24;249.99
FRAB0028;1.0;192.0;349.59;429.99
FRAB0030;0.0;112.0;204.06;250.99
FRAB0031;4.0;95.0;160.15;196.99
FRAB0035;0.0;92.0;126.01;154.99
FRAB0036;0.0;12.1;30.07;36.99
FRAB0038;0.0;1350.0;2181.82;2683.64
FRAB0041;0.0;24.6;58.53;71.99
FRAB0043;0.0;129.0;235.76;289.99
FRAB0046;0.0;79.8;170.72;209.99
FRAB0049;0.0;206.0;374.79;460.99
FRAB0055;1.0;352.0;640.0;787.2
FRAB0065;0.0;215.0;390.24;479.99
FRAB0070;4.0;81.0;150.4;184.99
FRAB0072;12.0;13.81;24.38;29.99
FRAB0074;3.0;25.0;50.4;61.99
FRAB0076;0.0;14.05;24.38;29.99
FRAB0077;3.0;14.05;16.25;19.99
FRAB0078;0.0;17.8;28.45;34.99
FRAB0079;0.0;12.6;20.32;24.99
FRAB0080;1.0;12.6;20.32;24.99
FRAB0081;0.0;12.6;20.32;24.99
FRAB0082;0.0;14.7;24.38;29.99
FRAB0087;0.0;399.0;760.15;934.99
FRAB0088;0.0;189.0;343.64;422.68
FRAB0091;0.0;62.19;89.42;109.99
FRAB0092;1.0;60.1;80.0;98.4
FRAB0094;0.0;47.2;73.16;89.99
FRAB0095;4.0;13.05;20.32;24.99
FRAB0096;0.0;46.0;103.24;126.99
FRAB0097;0.0;130.0;235.76;289.99
FRAB0098;0.0;13.5;24.38;29.99
FRAB0099;0.0;135.0;270.0;332.1
FRAB0100;0.0;129.0;210.0;258.3
FRAB0103;19.0;16.5;28.45;34.99
FRAB0104;0.0;600.0;1090.91;1341.82
FRAB0106;1.0;193.0;325.2;399.99
FRAB0107;2.0;88.0;158.53;194.99
FRAB0108;0.0;12.6;21.13;25.99
FRAB0109;0.0;15.0;27.63;33.99
FRAB0110;0.0;13.5;24.38;29.99
FRAB0111;0.0;41.0;40.64;49.99
FRAB0112;0.0;1344.0;2160.0;2656.8
FRAB0113;0.0;569.0;875.38;1076.72
FRAB0114;2.0;295.0;536.58;659.99
FRAB0115;4.0;74.02;0.0;0.0
FRAB0116;2.0;80.0;160.0;196.8
FRE000001;37.0;13.0;22.76;27.99
FRE000003;61.0;13.0;22.76;27.99
FRE000005;54.0;13.0;22.76;27.99
FRE000006;40.0;13.0;22.76;27.99
FRE000008;65.0;13.0;22.76;27.99
FRE000009;41.0;13.0;22.76;27.99
FRE000010;47.0;13.0;22.76;27.99
FRE000011;61.0;13.0;22.76;27.99
FRE000012;18.0;24.0;43.89;53.99
FRE000013;134.0;14.0;22.76;27.99
FRE000014;0.0;10.5;15.44;18.99
FRE000016;2.0;24.0;40.64;49.99
FRE000017;1.0;24.0;40.64;49.99
FRE000022;0.0;22.0;36.58;44.99
FRE000023;105.0;13.0;22.76;27.99
FRE000024;57.0;13.0;22.76;27.99
FRE000026;0.0;22.0;36.58;44.99
FRE000027;0.0;22.0;36.58;44.99
FRE000028;0.0;11.0;16.25;19.99
FRE000029;0.0;10.0;14.63;17.99
FRE000030;0.0;10.0;14.63;17.99
FRE000031;0.0;11.0;16.25;19.99
FRE000032;0.0;11.0;16.25;19.99
FRE000033;24.0;14.0;22.76;27.99
FRE000034;0.0;22.0;36.67;45.1
FRE000035;1.0;10.0;14.63;17.99
FRE000036;3.0;10.0;14.63;17.99
FRE000037;0.0;10.0;14.63;17.99
FRE000038;0.0;8.07;14.63;17.99
FRE000039;2.0;8.07;14.63;17.99
FRE000040;3.0;9.67;17.07;20.99
FRE000042;30.0;14.0;22.76;27.99
FRE000043;15.0;14.0;22.76;27.99
FRE000044;33.0;13.0;22.76;27.99
FRE000045;62.0;13.0;22.76;27.99
FRE000049;14.0;13.0;22.76;27.99
FRE000050;62.0;14.0;22.76;27.99
FRE000052;20.0;13.0;22.76;27.99
FRE000056;22.0;9.62;17.88;21.99
FRE000057;55.0;10.58;17.88;21.99
FRE000058;17.0;9.62;17.88;21.99
FRE000059;17.0;14.0;22.76;27.99
FRE000060;19.0;14.0;22.76;27.99
FRE000061;33.0;14.0;22.76;27.99
FRE000062;18.0;10.58;17.88;21.99
FRE000063;15.0;9.62;17.88;21.99
FRE000064;26.0;9.62;17.88;21.99
FRE000065;36.0;10.58;17.88;21.99
FRE000066;18.0;13.0;22.76;27.99
FRE000067;4.0;28.0;51.21;62.99
FRE000068;4.0;21.34;38.2;46.99
FRE000069;4.0;21.34;38.2;46.99
FRE000070;10.0;9.62;17.88;21.99
FRE000071;20.0;10.58;17.88;21.99
FRE000072;20.0;9.62;17.88;21.99
FRE000073;23.0;13.0;22.76;27.99
GRA000001;0.0;54.65;162.59;199.99
GRA000002;0.0;66.65;186.98;229.99
GRA000003;0.0;121.93;365.85;449.99
GRA000004;0.0;90.1;219.5;269.99
GRA000005;0.0;37.5;121.94;149.99
GRA000006;0.0;74.98;125.2;153.99
GRA000007;0.0;86.84;243.89;299.99
GRA000008;0.0;26.68;66.66;81.99
GRA000009;0.0;12.72;34.95;42.99
GRA000010;0.0;105.61;330.99;407.12
GRA000011;0.0;37.32;109.75;134.99
GRA000012;0.0;104.89;252.02;309.99
GRA000013;0.0;692.0;1869.91;2299.99
GRA000014;0.0;4.42;19.5;23.99
GRA000015;0.0;140.85;357.72;439.99
GRA000016;0.0;42.01;105.68;129.99
GRA000017;0.0;100.62;260.15;319.99
GRA000018;1.0;52.92;132.51;162.99
GRA000019;2.0;105.89;265.03;325.99
GRA000020;1.0;84.74;141.46;173.99
GRA000021;0.0;61.78;154.46;189.99
GRA000022;0.0;30.01;74.79;91.99
GRA000023;0.0;137.66;211.37;259.99
GRA000024;0.0;88.24;221.13;271.99
GRA000025;0.0;12.36;31.7;38.99
GRA000026;0.0;24.71;61.78;75.99
GRA000027;0.0;24.71;61.78;75.99
GRA000028;0.0;15.91;39.83;48.99
GRA000029;0.0;21.21;35.76;43.99
GRA000030;0.0;31.76;79.67;97.99
GRA000031;0.0;21.21;56.9;69.99
GRA000032;0.0;19.05;48.77;59.99
GRA000033;0.0;17.66;44.71;54.99
GRA000034;0.0;15.91;40.64;49.99
GRA000035;0.0;8.8;22.76;27.99
GRA000036;5.0;6.8;17.88;21.99
GRA000037;0.0;5.79;16.25;19.99
GRA000038;0.0;12.36;30.89;37.99
GRA000039;0.0;10.19;26.82;32.99
GRA000040;0.0;15.86;40.64;49.99
GRA000041;0.0;12.36;21.13;25.99
GRA000042;0.0;17.66;29.26;35.99
GRA000043;0.0;31.76;81.29;99.99
GRA000044;0.0;14.11;35.76;43.99
GRA000045;0.0;8.16;22.76;27.99
GRA000046;0.0;35.32;59.34;72.99
GRA000047;0.0;11.93;31.7;38.99
GRA000048;0.0;10.6;26.82;32.99
GRA000049;0.0;187.55;485.36;596.99
GRA000050;0.0;69.25;186.17;228.99
GRA000051;0.0;34.95;87.8;107.99
GRA000052;0.0;37.99;63.32;77.88
GRA000053;0.0;49.88;126.01;154.99
GRA000054;0.0;49.88;126.01;154.99
GRA000055;0.0;49.88;126.01;154.99
GRA000056;0.0;41.8;70.72;86.99
GRA000057;0.0;12.36;31.7;38.99
GRA000058;0.0;10.6;16.25;19.99
GRA000059;0.0;5.13;13.0;15.99
GRA000060;0.0;8.8;21.94;26.99
GRA000061;0.0;4.74;10.53;12.95
GRA000062;0.0;5.3;13.81;16.99
GRA000063;0.0;157.91;439.02;539.99
GRA000064;0.0;134.42;184.54;226.99
GRA000067;0.0;115.04;243.89;299.99
GRA000069;0.0;82.81;295.76;363.78
GRA000070;0.0;0.0;0.0;0.0
GRA000071;0.0;104.25;260.15;319.99
GRA000072;0.0;58.55;146.33;179.99
GRA000073;0.0;168.28;421.13;517.99
GRA000074;0.0;109.93;296.74;364.99
GRA000076;0.0;41.8;108.12;132.99
GRA000077;0.0;49.52;166.66;204.99
GRA000078;0.0;27.47;77.23;94.99
GRA000079;0.0;52.62;142.27;174.99
GRA000080;0.0;12.35;34.95;42.99
GRA000081;0.0;7.58;24.38;29.99
GRA000082;0.0;6.75;11.25;13.84
GRA000083;0.0;3.13;9.75;11.99
GRA000084;0.0;3.51;9.75;11.99
GRA000085;0.0;12.23;22.24;27.36
GRA000086;0.0;9.69;17.88;21.99
GRA000087;0.0;8.07;26.82;32.99
GRA000088;0.0;3.15;13.81;16.99
GRA000089;0.0;27.0;12.19;14.99
GRA000090;0.0;4.86;17.88;21.99
GRA000091;0.0;2.74;12.19;14.99
GRA000092;0.0;3.55;16.25;19.99
GRA000093;0.0;2.61;7.31;8.99
GRA000094;0.0;4.02;13.81;16.99
GRA000095;0.0;9.2;30.89;37.99
GRA000096;0.0;6.84;12.19;14.99
GRA000097;0.0;4.99;17.88;21.99
GRA000098;0.0;3.75;8.12;9.99
GRA000099;0.0;9.03;30.07;36.99
GRA000100;0.0;20.45;67.47;82.99
GRA000101;0.0;1.28;4.87;5.99
GRA000102;0.0;22.53;61.78;75.99
GRA000103;0.0;2.89;4.87;5.99
GRA000104;0.0;128.63;214.38;263.69
GRA000105;0.0;7.2;18.0;22.14
GRA000106;0.0;4.14;16.25;19.99
GRA000107;0.0;910.95;2771.0;3408.33
GRA000108;0.0;14.5;15.99;19.67
GRA000109;0.0;39.54;56.9;69.99
GRA000110;0.0;123.28;246.56;303.27
GRA000111;0.0;8.97;18.54;22.8
GRA000112;0.0;7.8;15.6;19.19
GRA000113;0.0;6.34;12.68;15.6
GRA000114;0.0;7.45;20.32;24.99
GRA000115;0.0;66.07;110.12;135.45
GRA000116;0.0;3.88;7.31;8.99
GRA000117;0.0;14.9;29.8;36.65
GRA000118;0.0;6.57;12.19;14.99
GRA000119;0.0;3.99;7.98;9.82
GRA000120;0.0;4.83;9.66;11.88
GRA000121;0.0;14.06;28.12;34.59
GRA000122;0.0;2.48;4.87;5.99
GRA000123;0.0;12.0;19.88;24.45
GRA000124;0.0;2.48;4.87;5.99
GRA000125;0.0;4.37;12.49;15.36
GRA000126;0.0;11.74;29.26;35.99
GRA000127;0.0;6.05;8.12;9.99
GRA000128;0.0;10.16;16.25;19.99
GRA000129;0.0;22.46;37.43;46.04
GRA000130;0.0;9.87;24.68;30.36
GRA000131;0.0;64.31;107.18;131.83
GRA000132;0.0;4.28;8.12;9.99
GRA000133;1.0;12.53;32.51;39.99
GRA000134;0.0;3.92;8.12;9.99
GRA000135;0.0;33.96;45.49;55.95
GRA000136;0.0;16.86;25.73;31.65
GRA000137;0.0;34.63;45.87;56.42
GRA000138;0.0;74.26;99.01;121.78
GRA000139;0.0;62.69;146.33;179.99
GRA000140;0.0;9.38;24.38;29.99
GRA000141;0.0;10.9;18.17;22.35
GRA000142;0.0;25.11;33.48;41.18
GRA000143;0.0;8.18;13.63;16.76
GRA000144;0.0;24.98;41.63;51.2
GRA000145;0.0;125.72;234.32;288.21
GRA000146;0.0;4.63;9.75;11.99
GRA000147;0.0;2.48;4.87;5.99
GRA000148;0.0;2.89;5.68;6.99
GRA000149;0.0;844.88;2435.0;2995.05
GRA000150;0.0;2.52;5.68;6.99
GRA000151;0.0;2.36;4.06;4.99
GRA000152;0.0;2.36;5.68;6.99
GRA000153;0.0;1.97;4.06;4.99
GRA000154;0.0;1.97;4.06;4.99
GRA000155;0.0;2.89;4.87;5.99
GRA000156;0.0;2.89;4.87;5.99
GRA000157;0.0;2.89;4.87;5.99
GRA000158;0.0;2.89;4.87;5.99
GRA000159;0.0;662.51;2601.63;3200.0
GRA000160;0.0;82.23;56.9;69.99
GRA000161;0.0;0.0;0.0;0.0
GRA000162;0.0;6.99;18.69;22.99
GRA000163;0.0;4.37;11.37;13.99
GRA000164;0.0;4.01;9.75;11.99
GRA000165;0.0;2.48;4.87;5.99
GRA000166;0.0;113.26;24.86;30.58
GRA000167;0.0;31.26;104.17;128.13
GRA000169;4.0;11.53;29.26;35.99
GRA000170;0.0;7.38;1.62;1.99
GRA000171;0.0;4.62;20.32;24.99
GRA000172;0.0;8.46;0.0;0.0
GRA000173;0.0;5.97;12.19;14.99
GRA000174;0.0;10.03;24.25;29.83
GRA000175;0.0;32.67;0.0;0.0
GRA000176;0.0;7.47;2.38;2.93
GRA000177;0.0;4.24;8.12;9.99
GRA000178;0.0;10.27;20.32;24.99
GRA000179;6.0;7.75;13.81;16.99
GRA000180;0.0;4.6;12.19;14.99
GRA000181;0.0;93.36;40.38;49.67
GRA000182;0.0;41.52;93.49;114.99
GRA000183;0.0;52.3;28.28;34.78
GRA000184;0.0;41.8;18.08;22.24
GRA000185;0.0;61.22;26.48;32.57
GRA000186;0.0;52.62;22.76;27.99
GRA000187;0.0;74.58;32.26;39.68
GRA000188;0.0;10.59;28.45;34.99
GRA000189;0.0;7.44;3.22;3.96
GRA000190;0.0;10.45;4.52;5.56
GRA000191;0.0;28.9;12.5;15.38
GRA000192;0.0;10.13;4.38;5.39
GRA000193;0.0;8.23;3.56;4.38
GRA000194;5.0;4.16;10.56;12.99
GRA000195;1.0;3.84;16.25;19.99
GRA000196;0.0;14.8;6.4;7.87
GRA000197;0.0;7.77;3.36;4.13
GRA000198;0.0;35.79;15.48;19.04
GRA000199;0.0;8.0;13.0;15.99
GRA000200;0.0;20.72;73.16;89.99
GRA000201;0.0;579.7;313.43;385.52
HAD000001;0.0;130.0;235.76;289.99
HAD000002;0.0;190.0;345.52;424.99
HAD000003;2.0;40.0;67.47;82.99
HAD000004;0.0;36.0;65.03;79.99
HAD000005;3.0;29.0;48.77;59.99
HAD000006;0.0;17.5;28.45;34.99
HAD000007;5.0;27.0;48.77;59.99
HAD000008;5.0;33.0;60.15;73.99
HAD000009;1.0;24.0;40.64;49.99
HAD000010;4.0;30.0;54.46;66.99
HAD000011;4.0;46.0;81.29;99.99
HAD000012;6.0;27.0;48.77;59.99
HAD000013;5.0;25.0;45.52;55.99
HAD000014;4.0;23.4;39.02;47.99
HAD000015;3.0;45.0;75.6;92.99
HAD000016;0.0;15.13;25.2;30.99
HAD000017;0.0;20.72;36.58;44.99
HAD000018;0.0;10.5;20.32;24.99
HAD000019;0.0;15.0;25.2;30.99
HAD000020;8.0;30.0;52.84;64.99
HAD000021;9.0;16.0;28.45;34.99
HAD000023;0.0;19.0;39.02;47.99
HAD000024;4.0;6.9;14.63;17.99
HAD000025;24.0;17.0;37.39;45.99
HAD000026;1.0;25.0;44.71;54.99
HAD000027;0.0;20.0;40.64;49.99
HAD000028;0.0;14.0;24.38;29.99
HAD000029;1.0;17.0;30.89;37.99
HAD000030;2.0;25.0;42.27;51.99
HIG000001;31.0;46.0;117.88;144.99
HIG000002;0.0;76.0;138.18;169.96
HIG000003;0.0;3.84;12.19;14.99
HIG000004;0.0;10.8;19.64;24.16
HIG000005;0.0;108.0;250.57;308.2
HIG000006;5.0;35.0;233.33;286.99
HIG000007;0.0;98.0;162.59;199.99
HIG000008;20.0;5.0;118.18;145.36
HIG000009;0.0;39.0;81.22;99.9
HIG000010;0.0;57.75;115.5;142.07
HIG000011;0.0;50.0;83.33;102.5
HIG000012;0.0;34.0;60.0;73.8
HIG000013;27.0;8.55;21.54;26.49
HIG000014;0.0;200.0;363.64;447.28
HIG000018;0.0;128.5;349.59;429.99
HIG000019;0.0;41.7;62.59;76.99
HIG000023;0.0;30.0;54.55;67.1
HIG000030;0.0;4.09;8.06;9.91
HYD000005;6.0;8.19;17.07;20.99
HYD000006;6.0;83.64;126.01;154.99
HYD000008;8.0;57.01;121.94;149.99
HYD000009;8.0;6.9;48.77;59.99
HYD000010;5.0;15.75;39.83;48.99
HYD000011;5.0;4.0;23.57;28.99
HYD000013;0.0;43.0;62.59;76.99
HYD000014;0.0;16.53;26.01;31.99
HYD000020;0.0;42.5;71.54;87.99
HYD000021;0.0;68.4;113.81;139.99
HYD000022;0.0;70.13;127.51;156.84
HYD000023;4.0;55.0;160.6;197.54
HYD000024;1.0;55.0;519.96;639.55
HYD000025;2.0;145.0;296.45;364.63
HYD000026;0.0;96.14;173.16;212.99
HYD000028;0.0;77.82;130.07;159.99
HYD000030;2.0;3.75;12.19;14.99
HYD000034;3.0;6.19;12.19;14.99
HYD000035;0.0;6.58;13.0;15.99
HYD000036;0.0;15.01;24.38;29.99
HYD000037;0.0;5.04;13.0;15.99
HYD000038;7.0;9.95;17.88;21.99
HYD000041;0.0;82.08;181.29;222.99
HYD000042;0.0;119.2;212.31;261.14
HYD000043;0.0;46.52;132.51;162.99
HYD000044;11.0;91.49;172.35;211.99
HYD000045;0.0;112.61;204.87;251.99
HYD000046;0.0;11.49;40.64;49.99
HYD000047;0.0;68.7;113.81;139.99
HYD000049;0.0;57.0;81.43;100.16
HYD000050;4.0;26.0;78.04;95.99
HYD000054;55.0;3.98;24.38;29.99
HYD000055;22.0;24.0;44.71;54.99
HYD000056;10.0;29.0;77.27;95.04
HYD000057;15.0;12.5;44.71;54.99
HYD000058;0.0;15.0;26.01;31.99
HYD000059;9.0;5.96;20.32;24.99
HYD000062;0.0;93.98;175.87;216.32
HYD000063;4.0;15.76;40.64;49.99
HYD000066;2.0;29.0;72.35;88.99
HYD000067;3.0;11.67;18.69;22.99
HYD000068;0.0;7.7;13.0;15.99
HYD000074;1.0;60.0;215.44;264.99
HYD000078;4.0;20.09;33.33;40.99
HYD000079;0.0;25.74;47.15;57.99
